limit,sex,education,marital,age,default
100000,female,undergrad,married,42,0
20000,female,highschool,single,40,0
160000,female,grad,single,30,1
390000,female,undergrad,married,32,0
30000,female,highschool,married,39,1
20000,female,undergrad,married,46,1
210000,female,undergrad,single,31,0
300000,female,other,married,31,0
220000,female,grad,single,31,0
270000,female,grad,single,33,0
90000,female,undergrad,married,40,1
360000,female,undergrad,single,27,0
300000,female,grad,single,29,0
310000,female,undergrad,single,31,1
130000,female,undergrad,single,31,0
80000,female,grad,married,29,0
280000,female,undergrad,married,34,0
80000,female,highschool,single,44,1
130000,female,highschool,single,39,0
270000,female,grad,married,42,0
20000,female,undergrad,married,41,0
260000,female,grad,married,36,0
170000,female,undergrad,single,47,0
160000,female,grad,single,35,0
240000,female,grad,single,35,0
170000,female,undergrad,single,36,0
500000,female,undergrad,married,40,0
260000,female,grad,married,38,1
150000,female,grad,single,36,0
500000,female,grad,married,36,1
320000,female,undergrad,single,34,0
90000,female,undergrad,married,34,0
300000,female,undergrad,single,43,0
200000,female,undergrad,single,36,0
160000,female,highschool,married,44,1
120000,female,grad,single,29,0
120000,female,grad,single,30,1
90000,female,undergrad,single,30,1
170000,female,undergrad,married,31,1
170000,female,grad,single,33,0
500000,female,grad,married,33,0
240000,female,grad,single,33,0
230000,female,undergrad,married,30,0
210000,female,undergrad,married,32,0
400000,female,grad,married,33,0
150000,female,highschool,married,41,1
50000,female,grad,single,27,0
150000,female,undergrad,married,28,1
230000,female,undergrad,single,28,1
470000,female,grad,married,28,0
30000,female,undergrad,single,28,1
100000,female,highschool,married,29,0
30000,female,highschool,married,34,1
110000,female,undergrad,single,40,0
300000,female,highschool,married,39,0
240000,female,highschool,other,37,0
350000,female,undergrad,single,28,1
220000,female,grad,single,28,0
400000,female,grad,single,35,0
500000,female,undergrad,married,40,0
280000,female,highschool,single,48,0
30000,female,undergrad,married,37,0
20000,female,grad,single,49,0
270000,female,other,single,29,0
270000,female,grad,single,34,0
400000,female,undergrad,married,34,0
320000,female,grad,single,39,0
430000,female,grad,single,30,0
140000,female,undergrad,single,31,1
70000,female,undergrad,married,31,0
110000,female,undergrad,single,31,0
30000,female,other,married,31,0
550000,female,undergrad,married,32,1
310000,female,grad,married,47,0
130000,female,grad,single,32,0
130000,female,undergrad,married,32,0
220000,female,undergrad,married,34,0
300000,female,grad,married,35,0
110000,female,undergrad,married,35,0
50000,female,undergrad,married,44,1
300000,female,grad,single,40,1
200000,female,undergrad,married,36,0
360000,female,highschool,single,38,1
500000,female,grad,single,34,0
290000,female,undergrad,married,42,0
430000,female,grad,married,37,1
180000,female,highschool,single,34,0
90000,female,highschool,married,35,0
280000,female,undergrad,married,43,0
230000,female,undergrad,single,37,0
70000,female,undergrad,married,39,0
110000,female,undergrad,married,38,0
70000,female,highschool,married,32,0
180000,female,undergrad,married,32,0
240000,female,highschool,single,35,1
210000,female,grad,married,40,0
20000,female,undergrad,single,46,1
80000,female,highschool,married,48,0
50000,female,grad,single,33,0
80000,female,highschool,single,33,0
80000,female,grad,single,34,0
60000,female,undergrad,other,34,0
360000,female,undergrad,single,35,0
50000,female,undergrad,single,48,0
200000,female,other,married,43,0
140000,female,undergrad,married,42,0
180000,female,undergrad,single,30,0
160000,female,undergrad,married,32,0
200000,female,undergrad,married,34,1
600000,female,undergrad,married,38,0
20000,female,undergrad,married,46,1
220000,female,grad,married,44,0
140000,female,grad,married,40,1
240000,female,undergrad,single,38,1
150000,female,undergrad,married,32,0
20000,female,grad,single,32,1
310000,female,undergrad,married,32,0
230000,female,highschool,married,39,0
130000,female,grad,single,34,0
300000,female,grad,single,31,0
300000,female,undergrad,married,34,0
20000,female,undergrad,married,29,0
200000,female,highschool,single,33,0
200000,female,undergrad,married,40,0
500000,female,grad,single,28,0
80000,female,undergrad,married,37,0
360000,female,grad,single,29,1
30000,female,undergrad,married,33,0
190000,female,undergrad,single,44,0
350000,female,grad,married,36,0
260000,female,undergrad,married,31,0
190000,female,undergrad,married,37,0
230000,female,undergrad,married,34,0
650000,female,highschool,single,39,0
250000,female,grad,single,32,0
700000,female,undergrad,single,34,0
270000,female,grad,married,40,0
100000,female,undergrad,married,43,0
260000,female,undergrad,married,38,0
410000,female,undergrad,single,33,0
520000,female,undergrad,married,47,0
80000,female,undergrad,married,39,1
450000,female,highschool,married,36,0
30000,female,other,single,45,0
600000,female,highschool,single,44,0
200000,female,grad,single,34,0
60000,female,undergrad,single,34,0
280000,female,undergrad,married,34,0
230000,female,grad,married,36,0
210000,female,undergrad,single,31,1
60000,female,grad,single,33,0
270000,female,grad,single,37,0
80000,female,highschool,married,41,0
80000,female,undergrad,married,44,0
360000,female,undergrad,married,40,0
300000,female,grad,single,38,1
270000,female,grad,married,44,0
200000,female,grad,single,46,0
20000,female,undergrad,single,46,1
20000,female,undergrad,married,32,1
30000,female,undergrad,married,33,1
50000,female,grad,married,35,0
230000,female,other,single,30,0
50000,female,undergrad,married,39,1
70000,female,highschool,married,31,0
100000,female,grad,single,31,0
100000,female,highschool,married,30,0
210000,female,grad,single,31,0
450000,female,grad,single,31,0
300000,female,highschool,single,31,0
140000,female,grad,single,31,0
480000,female,grad,single,32,0
100000,female,undergrad,single,30,1
110000,female,grad,single,32,0
100000,female,undergrad,single,31,1
200000,female,grad,single,31,0
100000,female,grad,single,30,0
50000,female,undergrad,married,30,1
20000,female,undergrad,married,31,0
490000,female,undergrad,married,31,0
90000,female,grad,single,32,0
310000,female,grad,married,32,0
240000,female,grad,single,33,0
390000,female,grad,single,32,0
140000,female,undergrad,single,33,0
120000,female,grad,single,33,1
30000,female,highschool,married,33,0
230000,female,undergrad,married,32,0
320000,female,grad,single,32,0
110000,female,grad,single,32,0
60000,female,undergrad,single,31,1
180000,female,grad,single,32,0
430000,female,grad,single,33,0
230000,female,grad,single,33,0
140000,female,undergrad,married,33,0
180000,female,grad,single,31,0
60000,female,undergrad,single,31,0
310000,female,undergrad,single,31,0
320000,female,undergrad,married,33,0
100000,female,grad,single,33,0
120000,female,undergrad,single,33,1
260000,female,grad,single,33,1
170000,female,grad,single,32,0
200000,female,grad,single,31,0
110000,female,grad,married,31,0
50000,female,grad,single,32,0
350000,female,undergrad,single,32,0
110000,female,grad,single,31,0
240000,female,grad,married,30,0
120000,female,undergrad,married,30,0
150000,female,grad,single,32,0
180000,female,undergrad,married,34,1
200000,female,undergrad,single,34,0
250000,female,grad,single,33,0
350000,female,grad,married,36,0
200000,female,undergrad,married,36,0
30000,female,undergrad,married,35,0
150000,female,undergrad,married,45,0
380000,female,highschool,married,46,0
180000,female,undergrad,married,47,0
20000,female,undergrad,married,35,1
100000,female,grad,married,49,1
300000,female,undergrad,single,36,0
450000,female,grad,single,36,0
220000,female,undergrad,married,35,1
500000,female,undergrad,married,37,0
200000,female,highschool,single,45,0
80000,female,undergrad,married,35,1
430000,female,grad,married,46,0
200000,female,undergrad,married,40,0
90000,female,grad,married,36,0
200000,female,grad,married,38,0
60000,female,undergrad,married,47,0
250000,female,grad,single,36,0
200000,female,grad,married,40,0
360000,female,undergrad,single,45,0
200000,female,grad,single,33,0
500000,female,undergrad,single,41,0
200000,female,grad,married,38,0
230000,female,grad,single,44,0
50000,female,highschool,married,37,0
260000,female,grad,married,38,0
140000,female,grad,married,39,0
320000,female,undergrad,single,35,0
50000,female,undergrad,married,39,0
150000,female,undergrad,married,35,1
160000,female,grad,married,36,0
500000,female,undergrad,married,43,0
350000,female,grad,married,44,0
230000,female,highschool,single,48,1
200000,female,undergrad,married,39,0
500000,female,undergrad,single,39,0
130000,female,grad,single,34,0
290000,female,undergrad,single,34,0
210000,female,undergrad,single,34,0
240000,female,grad,single,36,0
80000,female,undergrad,married,36,0
150000,female,grad,single,36,1
200000,female,other,married,39,0
110000,female,undergrad,single,36,1
320000,female,highschool,married,33,0
340000,female,grad,single,37,0
380000,female,undergrad,married,43,0
150000,female,grad,married,43,0
500000,female,grad,single,37,0
500000,female,undergrad,married,49,0
370000,female,undergrad,married,44,0
360000,female,undergrad,married,40,0
300000,female,undergrad,married,39,0
150000,female,undergrad,single,37,0
210000,female,grad,married,38,0
280000,female,grad,married,39,0
230000,female,undergrad,married,44,0
360000,female,undergrad,single,37,0
230000,female,undergrad,married,40,0
450000,female,undergrad,married,44,0
240000,female,grad,single,34,1
300000,female,grad,single,41,0
240000,female,undergrad,married,38,0
230000,female,undergrad,married,37,1
230000,female,grad,single,41,0
240000,female,undergrad,married,40,1
160000,female,grad,single,39,0
360000,female,other,married,39,0
160000,female,grad,married,41,0
10000,female,undergrad,married,42,0
430000,female,grad,single,38,0
80000,female,grad,married,39,0
310000,female,grad,married,39,0
150000,female,highschool,married,41,0
200000,female,undergrad,married,43,0
210000,female,grad,married,44,0
400000,female,undergrad,single,43,0
80000,female,undergrad,married,40,0
160000,female,undergrad,married,42,0
170000,female,undergrad,married,40,0
240000,female,undergrad,married,41,0
300000,female,undergrad,married,33,1
90000,female,undergrad,married,44,0
180000,female,undergrad,married,35,0
210000,female,undergrad,married,48,0
300000,female,grad,married,42,0
240000,female,grad,single,37,1
170000,female,grad,married,44,0
50000,female,grad,single,37,0
50000,female,undergrad,married,39,0
230000,female,grad,single,39,0
310000,female,grad,married,34,0
150000,female,highschool,single,35,0
200000,female,grad,single,35,0
80000,female,undergrad,single,39,1
500000,female,grad,married,37,0
20000,female,undergrad,married,42,1
20000,female,highschool,married,46,1
150000,female,grad,single,34,1
100000,female,other,single,34,0
210000,female,highschool,married,44,1
300000,female,undergrad,married,40,0
80000,female,undergrad,single,32,1
410000,female,grad,single,31,0
90000,female,highschool,married,36,0
270000,female,undergrad,married,43,0
360000,female,undergrad,married,41,0
230000,female,highschool,married,38,0
150000,female,undergrad,single,42,0
150000,female,undergrad,single,44,1
350000,female,undergrad,married,43,0
210000,female,highschool,single,43,0
130000,female,highschool,married,44,0
500000,female,grad,married,49,0
280000,female,undergrad,married,48,1
450000,female,grad,married,39,0
200000,female,undergrad,single,46,0
290000,female,undergrad,married,34,0
170000,female,undergrad,married,35,0
380000,female,undergrad,married,39,0
180000,female,grad,single,35,1
280000,female,grad,single,35,0
200000,female,undergrad,married,31,0
220000,female,undergrad,married,40,0
240000,female,grad,married,38,1
470000,female,undergrad,single,43,0
280000,female,grad,single,35,0
200000,female,grad,single,43,1
20000,female,highschool,married,46,0
20000,female,undergrad,single,34,0
290000,female,grad,single,34,0
20000,female,grad,married,37,1
150000,female,grad,married,38,0
160000,female,undergrad,married,36,1
360000,female,grad,married,36,1
160000,female,undergrad,married,41,0
400000,female,grad,married,37,0
180000,female,undergrad,single,36,0
120000,female,undergrad,married,32,0
200000,female,undergrad,single,33,0
210000,female,grad,married,39,0
70000,female,highschool,married,48,1
110000,female,undergrad,married,38,1
30000,female,highschool,single,47,1
40000,female,highschool,married,46,0
310000,female,grad,married,41,0
200000,female,undergrad,married,41,0
230000,female,undergrad,married,39,0
450000,female,grad,married,33,0
80000,female,undergrad,single,34,0
210000,female,undergrad,single,43,0
130000,female,undergrad,other,48,0
500000,female,grad,married,49,0
180000,female,undergrad,married,38,1
340000,female,grad,married,36,0
450000,female,grad,single,37,0
80000,female,highschool,married,49,0
150000,female,highschool,single,47,0
210000,female,grad,married,43,0
380000,female,undergrad,single,38,0
400000,female,undergrad,married,46,0
80000,female,highschool,married,52,0
240000,female,grad,married,44,0
120000,female,undergrad,married,50,0
60000,female,highschool,married,63,0
360000,female,grad,single,54,0
50000,female,undergrad,married,50,1
360000,female,highschool,married,50,1
30000,female,highschool,married,51,0
500000,female,grad,married,53,0
20000,female,undergrad,married,54,1
90000,female,undergrad,married,56,0
80000,female,highschool,married,55,0
100000,female,highschool,single,54,0
120000,female,grad,married,51,0
100000,female,highschool,other,51,1
150000,female,undergrad,married,51,0
10000,female,undergrad,married,51,0
50000,female,highschool,married,52,0
490000,female,grad,married,53,0
50000,female,highschool,single,52,0
340000,female,undergrad,married,57,0
240000,female,highschool,married,51,0
50000,female,highschool,married,53,1
500000,female,undergrad,married,50,0
410000,female,undergrad,married,50,0
280000,female,undergrad,married,64,0
240000,female,undergrad,single,59,0
20000,female,grad,single,54,0
100000,female,undergrad,married,55,1
290000,female,undergrad,married,52,0
100000,female,highschool,single,50,0
270000,female,undergrad,married,65,0
80000,female,highschool,single,57,0
280000,female,grad,married,47,1
30000,female,highschool,married,52,0
90000,female,highschool,married,53,1
600000,female,grad,married,53,0
70000,female,highschool,married,54,0
270000,female,highschool,married,58,0
260000,female,highschool,married,59,0
50000,female,highschool,married,59,0
50000,female,highschool,married,53,1
70000,female,highschool,single,52,0
210000,female,highschool,married,55,0
330000,female,highschool,married,50,0
200000,female,undergrad,married,51,0
220000,female,grad,married,51,0
50000,female,highschool,married,52,0
20000,female,undergrad,married,53,0
30000,female,undergrad,single,53,1
280000,female,undergrad,married,56,1
60000,female,highschool,married,60,0
200000,female,highschool,married,50,0
230000,female,undergrad,single,51,0
230000,female,grad,married,51,1
100000,female,highschool,married,49,0
80000,female,undergrad,married,49,0
80000,female,undergrad,single,51,1
70000,female,undergrad,married,57,0
200000,female,grad,married,54,1
20000,female,undergrad,married,51,0
200000,female,undergrad,married,50,0
50000,female,undergrad,married,55,0
360000,female,undergrad,married,52,0
200000,female,highschool,single,49,0
90000,female,undergrad,married,55,1
50000,female,highschool,single,59,0
400000,female,undergrad,married,48,0
110000,female,highschool,married,51,0
50000,female,highschool,married,58,1
500000,female,grad,married,58,1
150000,female,highschool,married,65,0
300000,female,other,married,54,0
50000,female,undergrad,married,56,0
300000,female,grad,married,59,0
290000,female,undergrad,married,49,1
500000,female,undergrad,married,52,0
140000,female,highschool,married,50,1
350000,female,other,married,49,0
180000,female,undergrad,single,49,0
390000,female,grad,married,48,0
50000,female,grad,single,52,0
50000,female,grad,single,51,0
150000,female,grad,single,52,0
200000,female,grad,married,49,0
180000,female,grad,single,53,0
50000,female,undergrad,married,50,0
110000,female,grad,married,51,0
310000,female,undergrad,married,62,0
80000,female,highschool,single,60,0
80000,female,highschool,married,54,0
240000,female,grad,married,53,0
210000,female,undergrad,married,54,0
30000,female,undergrad,single,50,0
80000,female,grad,married,52,0
70000,female,highschool,married,49,1
50000,female,highschool,single,50,1
180000,female,highschool,married,64,0
160000,female,undergrad,married,60,0
20000,female,highschool,married,50,1
180000,female,grad,married,53,0
30000,female,undergrad,other,54,0
210000,female,undergrad,married,56,0
120000,female,highschool,married,55,0
20000,female,highschool,married,51,1
30000,female,undergrad,married,49,0
50000,female,highschool,married,53,0
20000,female,highschool,married,51,0
120000,female,undergrad,married,57,0
70000,female,undergrad,married,62,1
50000,female,undergrad,married,58,0
20000,female,undergrad,married,49,0
310000,female,highschool,married,53,0
120000,female,undergrad,married,40,0
360000,female,highschool,married,47,0
240000,female,highschool,single,49,0
500000,female,highschool,single,53,1
500000,female,undergrad,married,53,0
240000,female,grad,married,55,0
200000,female,undergrad,married,56,0
30000,female,highschool,married,67,1
130000,female,highschool,married,49,0
80000,female,highschool,married,50,0
150000,female,undergrad,married,51,0
530000,female,grad,married,54,0
210000,female,grad,married,53,0
30000,female,undergrad,other,54,0
410000,female,undergrad,married,50,0
240000,female,undergrad,married,50,0
50000,female,grad,single,61,1
200000,female,highschool,married,67,0
70000,female,undergrad,single,55,0
140000,female,highschool,single,53,0
320000,female,highschool,single,54,0
50000,female,highschool,married,53,0
500000,female,undergrad,single,50,1
300000,female,undergrad,married,51,1
400000,female,grad,married,51,0
170000,female,undergrad,single,51,0
60000,female,highschool,married,50,1
120000,female,grad,married,47,1
210000,female,grad,single,50,0
50000,female,highschool,married,51,0
30000,female,undergrad,single,51,0
130000,female,undergrad,married,51,0
280000,female,undergrad,married,50,1
240000,female,grad,married,51,0
240000,female,highschool,married,50,0
270000,female,undergrad,married,51,0
500000,female,grad,married,52,0
170000,female,highschool,single,53,0
80000,female,highschool,married,50,0
280000,female,highschool,married,53,0
110000,female,grad,married,52,0
250000,female,grad,married,54,0
360000,female,undergrad,single,54,0
50000,female,highschool,other,53,1
280000,female,undergrad,married,57,0
500000,female,undergrad,married,54,0
260000,female,highschool,married,65,0
250000,female,undergrad,married,52,1
140000,female,highschool,married,56,0
180000,female,grad,married,55,0
190000,female,undergrad,married,52,0
290000,female,grad,married,52,0
230000,female,grad,single,53,0
220000,female,undergrad,married,54,0
30000,female,undergrad,married,60,0
300000,female,undergrad,single,57,0
260000,female,highschool,married,57,0
140000,female,undergrad,married,58,1
350000,female,grad,married,57,0
70000,male,undergrad,married,40,0
200000,male,undergrad,single,30,0
90000,male,grad,single,31,1
30000,male,undergrad,single,49,0
80000,male,grad,single,25,0
150000,male,grad,single,26,0
360000,male,grad,single,29,0
400000,male,undergrad,married,30,0
300000,male,grad,single,30,0
50000,male,undergrad,single,30,1
20000,male,grad,single,27,0
90000,male,undergrad,single,28,1
180000,male,undergrad,married,28,0
230000,male,undergrad,single,29,0
160000,male,undergrad,married,28,0
200000,male,undergrad,single,25,0
300000,male,undergrad,single,27,0
360000,male,grad,single,29,0
230000,male,undergrad,single,30,0
80000,male,grad,single,27,0
90000,male,undergrad,single,27,1
80000,male,grad,single,25,0
160000,male,grad,single,29,0
200000,male,grad,single,30,0
60000,male,undergrad,single,25,0
360000,male,grad,single,27,0
360000,male,highschool,single,30,0
220000,male,grad,single,28,0
120000,male,grad,single,27,0
50000,male,undergrad,single,23,0
300000,male,undergrad,single,29,1
400000,male,grad,single,36,1
260000,male,highschool,single,35,0
80000,male,undergrad,married,27,0
50000,male,grad,single,30,0
20000,male,undergrad,single,27,0
50000,male,undergrad,married,29,0
20000,male,highschool,single,23,0
150000,male,grad,single,30,0
620000,male,undergrad,single,29,0
270000,male,highschool,single,36,0
130000,male,undergrad,single,29,1
150000,male,undergrad,single,22,0
50000,male,undergrad,married,26,0
50000,male,undergrad,married,26,1
20000,male,undergrad,single,23,1
50000,male,undergrad,single,22,0
170000,male,grad,single,25,0
50000,male,undergrad,single,29,0
20000,male,highschool,single,22,0
20000,male,undergrad,single,22,1
20000,male,undergrad,single,21,0
20000,male,undergrad,single,21,0
20000,male,grad,single,22,1
90000,male,undergrad,single,25,0
80000,male,undergrad,married,26,0
50000,male,grad,single,22,1
60000,male,grad,single,23,0
50000,male,undergrad,single,22,0
20000,male,grad,single,22,0
20000,male,highschool,single,23,0
50000,male,undergrad,single,24,0
80000,male,grad,single,24,0
50000,male,grad,single,22,0
20000,male,undergrad,single,22,1
20000,male,undergrad,single,22,0
50000,male,highschool,married,22,1
50000,male,highschool,single,23,0
50000,male,undergrad,single,23,0
20000,male,undergrad,single,23,0
420000,male,undergrad,married,24,0
50000,male,undergrad,single,25,0
110000,male,undergrad,single,26,0
20000,male,other,single,21,0
20000,male,undergrad,single,22,0
50000,male,highschool,single,23,0
180000,male,undergrad,single,23,0
20000,male,undergrad,single,22,0
20000,male,undergrad,single,21,0
20000,male,undergrad,single,21,0
20000,male,undergrad,single,22,1
50000,male,undergrad,single,22,0
50000,male,highschool,single,26,0
150000,male,other,other,27,0
70000,male,undergrad,single,27,1
50000,male,undergrad,single,27,1
150000,male,grad,married,32,0
100000,male,undergrad,single,26,0
20000,male,undergrad,single,24,0
20000,male,undergrad,single,24,0
20000,male,highschool,single,24,0
20000,male,undergrad,single,22,0
100000,male,highschool,single,25,0
190000,male,undergrad,single,29,0
50000,male,undergrad,single,22,0
20000,male,highschool,single,24,1
70000,male,undergrad,married,26,0
50000,male,undergrad,single,24,0
20000,male,undergrad,single,25,1
20000,male,grad,single,24,1
20000,male,undergrad,single,24,0
50000,male,undergrad,single,24,0
20000,male,grad,single,23,0
50000,male,undergrad,single,23,0
50000,male,undergrad,single,24,0
20000,male,grad,single,24,0
20000,male,undergrad,single,25,0
50000,male,undergrad,single,25,1
70000,male,grad,single,25,0
20000,male,undergrad,single,27,1
20000,male,undergrad,married,24,0
20000,male,undergrad,single,23,0
20000,male,undergrad,single,25,1
220000,male,grad,single,26,0
120000,male,undergrad,single,25,1
140000,male,grad,single,26,0
50000,male,grad,single,27,0
50000,male,undergrad,single,25,0
10000,male,undergrad,single,26,0
50000,male,grad,single,25,0
50000,male,undergrad,single,26,0
20000,male,grad,single,25,0
200000,male,grad,single,26,0
40000,male,grad,single,26,0
30000,male,undergrad,single,23,0
20000,male,undergrad,single,23,1
50000,male,undergrad,single,23,0
20000,male,highschool,single,24,0
130000,male,undergrad,single,25,0
160000,male,undergrad,single,25,0
110000,male,undergrad,single,25,0
50000,male,undergrad,single,37,1
50000,male,undergrad,single,25,0
240000,male,undergrad,single,26,0
20000,male,undergrad,single,27,0
500000,male,highschool,single,30,0
60000,male,undergrad,single,26,0
50000,male,highschool,single,25,0
50000,male,undergrad,single,24,0
20000,male,undergrad,single,25,0
30000,male,undergrad,single,25,0
80000,male,undergrad,married,25,0
20000,male,undergrad,married,25,0
10000,male,undergrad,single,26,0
20000,male,other,single,26,0
100000,male,grad,single,26,1
50000,male,undergrad,single,23,0
60000,male,undergrad,single,26,1
400000,male,undergrad,single,27,0
20000,male,other,single,27,0
50000,male,highschool,single,27,0
110000,male,undergrad,single,27,0
30000,male,highschool,single,23,0
230000,male,undergrad,single,27,0
20000,male,highschool,other,23,0
30000,male,grad,single,24,0
90000,male,undergrad,single,25,0
30000,male,undergrad,single,25,1
20000,male,highschool,single,24,1
20000,male,undergrad,single,24,1
50000,male,undergrad,single,24,0
80000,male,undergrad,single,25,0
120000,male,grad,single,28,0
50000,male,undergrad,single,25,0
200000,male,grad,single,26,0
150000,male,undergrad,single,25,0
360000,male,grad,single,24,1
60000,male,grad,single,25,0
80000,male,undergrad,single,25,0
320000,male,grad,single,25,0
140000,male,undergrad,single,25,1
20000,male,undergrad,married,26,1
110000,male,undergrad,single,26,0
190000,male,undergrad,single,26,0
130000,male,undergrad,single,25,0
160000,male,grad,single,26,1
260000,male,grad,single,26,0
80000,male,grad,single,26,0
50000,male,undergrad,single,25,1
100000,male,grad,single,26,0
20000,male,undergrad,single,27,1
210000,male,undergrad,single,27,0
160000,male,undergrad,single,28,0
340000,male,grad,single,26,0
70000,male,highschool,single,27,1
50000,male,grad,single,27,1
60000,male,grad,single,26,0
20000,male,highschool,single,27,1
50000,male,grad,single,27,0
240000,male,grad,single,26,0
20000,male,undergrad,single,23,0
50000,male,undergrad,single,25,0
130000,male,undergrad,single,25,0
50000,male,undergrad,single,25,0
130000,male,undergrad,single,27,0
20000,male,grad,single,27,0
370000,male,other,married,28,0
110000,male,highschool,married,27,0
200000,male,highschool,single,28,0
160000,male,highschool,single,26,0
310000,male,undergrad,single,26,0
90000,male,grad,single,27,0
20000,male,undergrad,single,22,1
30000,male,other,single,23,0
90000,male,other,single,24,0
240000,male,undergrad,single,28,0
260000,male,undergrad,single,32,0
120000,male,undergrad,single,27,0
80000,male,undergrad,single,27,0
160000,male,grad,single,27,0
130000,male,undergrad,single,27,0
20000,male,grad,single,23,0
170000,male,undergrad,married,26,0
110000,male,highschool,single,27,0
50000,male,undergrad,married,25,0
70000,male,undergrad,single,26,0
80000,male,undergrad,single,25,0
50000,male,grad,single,25,0
60000,male,grad,single,27,0
100000,male,undergrad,married,28,0
50000,male,grad,single,27,0
180000,male,grad,married,28,0
250000,male,grad,single,27,0
140000,male,undergrad,single,27,0
200000,male,grad,single,28,0
70000,male,grad,single,29,0
160000,male,undergrad,single,28,0
50000,male,grad,single,28,0
30000,male,undergrad,single,28,0
110000,male,grad,single,28,0
180000,male,grad,single,27,0
150000,male,grad,single,28,0
110000,male,undergrad,single,28,0
90000,male,grad,single,27,0
110000,male,grad,single,28,0
40000,male,undergrad,single,28,0
130000,male,other,married,37,0
40000,male,grad,single,28,0
180000,male,grad,single,27,0
210000,male,undergrad,single,28,1
200000,male,other,single,28,0
260000,male,undergrad,single,28,0
20000,male,undergrad,single,25,0
150000,male,undergrad,married,29,0
250000,male,undergrad,single,26,0
80000,male,grad,single,27,0
30000,male,undergrad,single,24,1
20000,male,highschool,married,27,0
50000,male,undergrad,married,29,1
460000,male,grad,single,29,0
340000,male,undergrad,married,30,0
10000,male,undergrad,single,23,0
50000,male,undergrad,single,24,0
110000,male,undergrad,single,24,0
50000,male,undergrad,single,22,0
100000,male,grad,single,27,1
80000,male,grad,single,27,0
500000,male,undergrad,single,28,0
360000,male,grad,single,28,0
280000,male,undergrad,married,29,0
300000,male,undergrad,married,29,0
20000,male,highschool,single,27,0
460000,male,other,single,28,0
500000,male,grad,single,28,0
500000,male,grad,single,27,0
360000,male,grad,single,28,0
50000,male,undergrad,single,27,0
30000,male,grad,single,29,0
140000,male,grad,single,29,0
50000,male,grad,single,29,0
20000,male,grad,single,29,0
20000,male,highschool,married,29,0
80000,male,undergrad,single,27,1
230000,male,undergrad,married,28,0
110000,male,undergrad,single,27,0
90000,male,undergrad,single,27,0
200000,male,grad,single,28,0
60000,male,grad,single,25,0
50000,male,undergrad,single,29,1
130000,male,grad,single,29,0
260000,male,undergrad,married,29,0
180000,female,other,single,29,1
240000,male,undergrad,single,29,0
150000,male,other,single,28,0
260000,male,grad,single,28,0
100000,male,grad,single,29,1
50000,male,undergrad,single,29,0
150000,male,grad,single,27,0
40000,male,grad,single,27,0
20000,male,undergrad,single,24,0
30000,male,grad,single,28,0
280000,male,grad,single,28,0
430000,male,grad,single,29,0
70000,male,undergrad,single,29,1
30000,male,highschool,single,29,0
30000,male,undergrad,single,27,0
80000,male,grad,single,29,0
50000,male,grad,single,27,0
230000,male,grad,single,27,0
230000,male,grad,single,29,0
110000,male,undergrad,single,29,1
200000,male,undergrad,single,29,1
50000,male,grad,single,28,0
60000,male,grad,single,28,0
20000,male,other,single,28,0
320000,male,undergrad,single,29,0
220000,male,grad,single,28,0
470000,male,grad,single,29,0
60000,male,grad,single,29,0
330000,male,undergrad,married,29,0
110000,male,undergrad,single,28,1
80000,male,undergrad,married,29,1
290000,male,grad,single,30,0
20000,male,undergrad,single,22,1
30000,male,grad,single,28,0
80000,male,highschool,single,27,0
50000,male,undergrad,married,28,1
150000,male,undergrad,single,28,0
20000,male,highschool,single,28,0
140000,male,undergrad,single,24,0
260000,male,grad,single,30,0
120000,male,undergrad,single,30,0
110000,male,undergrad,married,30,0
140000,male,grad,single,30,0
100000,male,grad,single,27,0
360000,male,grad,single,30,0
70000,male,undergrad,married,30,0
210000,male,grad,married,30,0
200000,male,undergrad,single,30,0
200000,male,undergrad,single,28,0
160000,male,grad,single,28,0
120000,male,grad,single,31,1
180000,male,undergrad,single,32,0
240000,male,undergrad,single,29,0
120000,male,undergrad,single,27,1
200000,male,undergrad,single,28,0
280000,male,grad,married,30,0
20000,male,highschool,married,30,1
20000,male,undergrad,married,30,1
260000,male,undergrad,single,29,1
220000,male,undergrad,single,29,0
30000,male,undergrad,married,30,0
80000,male,undergrad,married,29,0
80000,male,undergrad,single,30,1
140000,male,grad,single,30,0
220000,male,highschool,married,30,1
110000,male,grad,single,30,0
240000,male,undergrad,married,31,0
170000,male,grad,single,28,0
210000,male,grad,married,31,0
300000,male,grad,single,29,1
190000,male,highschool,single,26,0
200000,male,highschool,single,27,0
150000,male,undergrad,single,25,0
50000,male,undergrad,single,23,0
10000,male,grad,single,24,0
70000,male,grad,single,31,0
470000,male,grad,single,30,0
250000,male,grad,single,28,0
70000,male,highschool,single,28,0
80000,male,grad,single,28,0
270000,male,grad,single,29,0
180000,male,highschool,other,27,1
230000,male,grad,single,29,0
80000,male,highschool,single,30,1
290000,male,undergrad,single,30,0
230000,male,grad,single,30,0
130000,male,undergrad,married,31,0
500000,male,undergrad,single,32,0
580000,male,grad,single,32,0
180000,male,undergrad,single,30,0
460000,male,grad,single,31,0
70000,male,undergrad,married,30,1
310000,male,grad,single,32,0
50000,male,grad,single,30,1
200000,male,undergrad,single,32,1
300000,male,grad,single,31,0
