instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
13848,8/5/2012,3,1,8,4,0,0,0,1,0.72,0.697,0.74,0.2537,3,11,14
13849,8/5/2012,3,1,8,5,0,0,0,1,0.72,0.697,0.74,0.2537,1,18,19
13850,8/5/2012,3,1,8,6,0,0,0,1,0.72,0.697,0.79,0.2537,7,12,19
13851,8/5/2012,3,1,8,7,0,0,0,1,0.74,0.7121,0.74,0.2985,18,50,68
13852,8/5/2012,3,1,8,8,0,0,0,1,0.76,0.7273,0.66,0.3284,27,81,108
13853,8/5/2012,3,1,8,9,0,0,0,1,0.8,0.7727,0.59,0.3582,61,168,229
13854,8/5/2012,3,1,8,10,0,0,0,1,0.8,0.7727,0.59,0.4179,111,253,364
13855,8/5/2012,3,1,8,11,0,0,0,1,0.82,0.7879,0.56,0.4179,155,282,437
13856,8/5/2012,3,1,8,12,0,0,0,1,0.86,0.803,0.47,0.5224,161,330,491
13857,8/5/2012,3,1,8,13,0,0,0,1,0.88,0.8182,0.44,0.4627,208,315,523
13858,8/5/2012,3,1,8,14,0,0,0,1,0.9,0.8485,0.42,0.4627,161,365,526
13859,8/5/2012,3,1,8,15,0,0,0,1,0.9,0.8182,0.37,0.5224,164,286,450
13860,8/5/2012,3,1,8,16,0,0,0,1,0.82,0.7576,0.46,0.2537,143,278,421
13861,8/5/2012,3,1,8,17,0,0,0,1,0.82,0.7576,0.46,0.2537,122,260,382
13862,8/5/2012,3,1,8,18,0,0,0,3,0.7,0.6667,0.74,0.1343,75,154,229
13863,8/5/2012,3,1,8,19,0,0,0,1,0.7,0.6667,0.84,0.2239,46,139,185
13864,8/5/2012,3,1,8,20,0,0,0,1,0.7,0.6667,0.84,0.1045,53,140,193
13865,8/5/2012,3,1,8,21,0,0,0,1,0.72,0.697,0.79,0.1045,51,157,208
13866,8/5/2012,3,1,8,22,0,0,0,1,0.72,0.697,0.79,0.0896,57,100,157
13867,8/5/2012,3,1,8,23,0,0,0,2,0.72,0.697,0.79,0.1642,29,58,87
13868,8/6/2012,3,1,8,0,0,1,1,2,0.72,0.697,0.79,0,9,24,33
13869,8/6/2012,3,1,8,1,0,1,1,1,0.72,0.697,0.79,0.0896,1,10,11
13870,8/6/2012,3,1,8,2,0,1,1,2,0.72,0.697,0.79,0.1343,0,5,5
13871,8/6/2012,3,1,8,3,0,1,1,3,0.72,0.697,0.79,0.0896,0,5,5
13872,8/6/2012,3,1,8,4,0,1,1,2,0.72,0.697,0.74,0.1343,3,8,11
13873,8/6/2012,3,1,8,5,0,1,1,1,0.7,0.6667,0.79,0.194,2,23,25
13874,8/6/2012,3,1,8,6,0,1,1,2,0.7,0.6667,0.79,0.2239,4,137,141
13875,8/6/2012,3,1,8,7,0,1,1,3,0.72,0.6818,0.7,0.194,14,393,407
13876,8/6/2012,3,1,8,8,0,1,1,2,0.7,0.6667,0.79,0,27,578,605
13877,8/6/2012,3,1,8,9,0,1,1,3,0.7,0.6667,0.79,0.1642,28,248,276
13878,8/6/2012,3,1,8,10,0,1,1,1,0.74,0.697,0.7,0.2239,54,159,213
13879,8/6/2012,3,1,8,11,0,1,1,1,0.76,0.7273,0.66,0.1343,108,152,260
13880,8/6/2012,3,1,8,12,0,1,1,2,0.78,0.7273,0.55,0.0896,72,213,285
13881,8/6/2012,3,1,8,13,0,1,1,1,0.8,0.7424,0.49,0.2239,85,204,289
13882,8/6/2012,3,1,8,14,0,1,1,1,0.82,0.7576,0.46,0,99,188,287
13883,8/6/2012,3,1,8,15,0,1,1,1,0.82,0.7576,0.46,0.1343,91,183,274
13884,8/6/2012,3,1,8,16,0,1,1,1,0.84,0.7576,0.41,0.1045,88,363,451
13885,8/6/2012,3,1,8,17,0,1,1,1,0.82,0.7424,0.41,0,112,746,858
13886,8/6/2012,3,1,8,18,0,1,1,1,0.82,0.7424,0.41,0.1343,100,743,843
13887,8/6/2012,3,1,8,19,0,1,1,1,0.78,0.7424,0.59,0.194,109,531,640
13888,8/6/2012,3,1,8,20,0,1,1,1,0.76,0.7273,0.66,0.1642,89,368,457
13889,8/6/2012,3,1,8,21,0,1,1,1,0.74,0.697,0.7,0.194,72,245,317
13890,8/6/2012,3,1,8,22,0,1,1,1,0.74,0.697,0.7,0.0896,50,157,207
13891,8/6/2012,3,1,8,23,0,1,1,1,0.72,0.697,0.74,0.194,16,97,113
13892,8/7/2012,3,1,8,0,0,2,1,1,0.7,0.6667,0.84,0.194,15,32,47
13893,8/7/2012,3,1,8,1,0,2,1,1,0.7,0.6667,0.84,0.1343,2,16,18
13894,8/7/2012,3,1,8,2,0,2,1,1,0.7,0.6667,0.84,0.1343,6,7,13
13895,8/7/2012,3,1,8,3,0,2,1,1,0.7,0.6667,0.84,0,0,6,6
13896,8/7/2012,3,1,8,4,0,2,1,1,0.68,0.6364,0.83,0.1343,2,7,9
13897,8/7/2012,3,1,8,5,0,2,1,1,0.7,0.6667,0.79,0.1045,3,33,36
13898,8/7/2012,3,1,8,6,0,2,1,2,0.7,0.6667,0.79,0.194,3,176,179
13899,8/7/2012,3,1,8,7,0,2,1,2,0.7,0.6667,0.74,0.1343,21,481,502
13900,8/7/2012,3,1,8,8,0,2,1,2,0.7,0.6515,0.7,0.1642,41,664,705
13901,8/7/2012,3,1,8,9,0,2,1,2,0.7,0.6667,0.74,0.1343,44,283,327
13902,8/7/2012,3,1,8,10,0,2,1,2,0.74,0.697,0.7,0.1343,89,161,250
13903,8/7/2012,3,1,8,11,0,2,1,2,0.76,0.7273,0.66,0.0896,84,130,214
13904,8/7/2012,3,1,8,12,0,2,1,2,0.8,0.7576,0.55,0.1343,86,197,283
13905,8/7/2012,3,1,8,13,0,2,1,2,0.8,0.7424,0.52,0.194,68,185,253
13906,8/7/2012,3,1,8,14,0,2,1,2,0.82,0.7576,0.46,0,76,185,261
13907,8/7/2012,3,1,8,15,0,2,1,1,0.8,0.7424,0.52,0,100,206,306
13908,8/7/2012,3,1,8,16,0,2,1,3,0.76,0.7273,0.66,0.2836,101,344,445
13909,8/7/2012,3,1,8,17,0,2,1,2,0.78,0.7424,0.62,0.1343,125,743,868
13910,8/7/2012,3,1,8,18,0,2,1,2,0.76,0.7121,0.62,0.1642,103,711,814
13911,8/7/2012,3,1,8,19,0,2,1,2,0.76,0.7273,0.66,0.1045,104,506,610
13912,8/7/2012,3,1,8,20,0,2,1,2,0.74,0.697,0.7,0.1343,74,374,448
13913,8/7/2012,3,1,8,21,0,2,1,2,0.72,0.697,0.74,0,70,247,317
13914,8/7/2012,3,1,8,22,0,2,1,1,0.72,0.697,0.74,0.1045,43,181,224
13915,8/7/2012,3,1,8,23,0,2,1,1,0.72,0.697,0.79,0,18,120,138
13916,8/8/2012,3,1,8,0,0,3,1,1,0.7,0.6667,0.84,0,12,46,58
13917,8/8/2012,3,1,8,1,0,3,1,1,0.72,0.697,0.79,0,3,20,23
13918,8/8/2012,3,1,8,2,0,3,1,1,0.7,0.6667,0.84,0,1,5,6
13919,8/8/2012,3,1,8,3,0,3,1,1,0.7,0.6667,0.84,0,1,6,7
13920,8/8/2012,3,1,8,4,0,3,1,1,0.7,0.6667,0.84,0,1,6,7
13921,8/8/2012,3,1,8,5,0,3,1,2,0.68,0.6364,0.89,0.1642,3,40,43
13922,8/8/2012,3,1,8,6,0,3,1,2,0.7,0.6667,0.84,0.1642,4,169,173
13923,8/8/2012,3,1,8,7,0,3,1,2,0.7,0.6667,0.84,0.1642,24,458,482
13924,8/8/2012,3,1,8,8,0,3,1,2,0.74,0.7273,0.72,0.0896,48,689,737
13925,8/8/2012,3,1,8,9,0,3,1,2,0.76,0.7273,0.66,0,33,308,341
13926,8/8/2012,3,1,8,10,0,3,1,2,0.8,0.7424,0.52,0.1343,63,151,214
13927,8/8/2012,3,1,8,11,0,3,1,2,0.8,0.7424,0.52,0,80,159,239
13928,8/8/2012,3,1,8,12,0,3,1,2,0.8,0.7424,0.52,0,63,217,280
13929,8/8/2012,3,1,8,13,0,3,1,2,0.8,0.7424,0.52,0,101,212,313
13930,8/8/2012,3,1,8,14,0,3,1,2,0.8,0.7424,0.52,0.2537,63,173,236
13931,8/8/2012,3,1,8,15,0,3,1,2,0.84,0.7576,0.44,0.194,110,168,278
13932,8/8/2012,3,1,8,16,0,3,1,2,0.8,0.7424,0.49,0.2836,113,328,441
13933,8/8/2012,3,1,8,17,0,3,1,2,0.8,0.7576,0.55,0.2836,107,751,858
13934,8/8/2012,3,1,8,18,0,3,1,2,0.78,0.7273,0.55,0.1642,117,745,862
13935,8/8/2012,3,1,8,19,0,3,1,1,0.76,0.7273,0.66,0.2239,119,567,686
13936,8/8/2012,3,1,8,20,0,3,1,1,0.74,0.697,0.66,0.194,76,424,500
13937,8/8/2012,3,1,8,21,0,3,1,1,0.74,0.697,0.66,0.1045,70,311,381
13938,8/8/2012,3,1,8,22,0,3,1,1,0.72,0.697,0.74,0.1045,35,198,233
13939,8/8/2012,3,1,8,23,0,3,1,1,0.72,0.6818,0.7,0.1343,16,120,136
13940,8/9/2012,3,1,8,0,0,4,1,1,0.72,0.697,0.74,0.194,16,51,67
13941,8/9/2012,3,1,8,1,0,4,1,1,0.7,0.6667,0.79,0.1343,5,23,28
13942,8/9/2012,3,1,8,2,0,4,1,1,0.7,0.6667,0.84,0.0896,2,12,14
13943,8/9/2012,3,1,8,3,0,4,1,1,0.68,0.6364,0.83,0.0896,1,5,6
13944,8/9/2012,3,1,8,4,0,4,1,2,0.68,0.6364,0.89,0.1343,0,10,10
13945,8/9/2012,3,1,8,5,0,4,1,2,0.66,0.5909,0.94,0,4,37,41
13946,8/9/2012,3,1,8,6,0,4,1,1,0.66,0.6061,0.83,0.1642,5,162,167
13947,8/9/2012,3,1,8,7,0,4,1,2,0.7,0.6667,0.84,0.1642,24,451,475
13948,8/9/2012,3,1,8,8,0,4,1,1,0.72,0.697,0.74,0.1045,28,670,698
13949,8/9/2012,3,1,8,9,0,4,1,1,0.76,0.7273,0.66,0.1642,54,299,353
13950,8/9/2012,3,1,8,10,0,4,1,1,0.8,0.7576,0.55,0.2239,72,133,205
13951,8/9/2012,3,1,8,11,0,4,1,1,0.84,0.7576,0.44,0,94,166,260
13952,8/9/2012,3,1,8,12,0,4,1,1,0.84,0.7576,0.44,0.1045,85,192,277
13953,8/9/2012,3,1,8,13,0,4,1,1,0.86,0.7879,0.41,0.1045,80,201,281
13954,8/9/2012,3,1,8,14,0,4,1,1,0.88,0.7727,0.32,0.2239,86,161,247
13955,8/9/2012,3,1,8,15,0,4,1,1,0.88,0.7727,0.32,0.2239,63,204,267
13956,8/9/2012,3,1,8,16,0,4,1,1,0.86,0.7727,0.39,0.2537,97,320,417
13957,8/9/2012,3,1,8,17,0,4,1,1,0.86,0.7576,0.36,0.2537,111,699,810
13958,8/9/2012,3,1,8,18,0,4,1,2,0.82,0.7576,0.46,0.2537,78,733,811
13959,8/9/2012,3,1,8,19,0,4,1,1,0.8,0.7576,0.55,0.194,90,533,623
13960,8/9/2012,3,1,8,20,0,4,1,1,0.7,0.6515,0.54,0.2836,91,387,478
13961,8/9/2012,3,1,8,21,0,4,1,2,0.7,0.6515,0.58,0.1642,50,286,336
13962,8/9/2012,3,1,8,22,0,4,1,2,0.66,0.6212,0.69,0.2239,41,218,259
13963,8/9/2012,3,1,8,23,0,4,1,1,0.66,0.6212,0.74,0,19,137,156
13964,8/10/2012,3,1,8,0,0,5,1,1,0.7,0.6515,0.65,0.0896,17,68,85
13965,8/10/2012,3,1,8,1,0,5,1,1,0.7,0.6515,0.65,0.1045,6,35,41
13966,8/10/2012,3,1,8,2,0,5,1,1,0.7,0.6667,0.74,0.1642,6,14,20
13967,8/10/2012,3,1,8,3,0,5,1,2,0.72,0.697,0.79,0.194,3,6,9
13968,8/10/2012,3,1,8,4,0,5,1,3,0.7,0.6667,0.84,0.2836,0,7,7
13969,8/10/2012,3,1,8,5,0,5,1,3,0.7,0.6667,0.84,0.2836,4,29,33
13970,8/10/2012,3,1,8,6,0,5,1,3,0.64,0.5758,0.89,0.2985,3,41,44
13971,8/10/2012,3,1,8,7,0,5,1,3,0.64,0.5758,0.89,0.1045,5,128,133
13972,8/10/2012,3,1,8,8,0,5,1,3,0.62,0.5455,0.91,0.1642,7,112,119
13973,8/10/2012,3,1,8,9,0,5,1,2,0.64,0.5758,0.89,0,21,199,220
13974,8/10/2012,3,1,8,10,0,5,1,1,0.66,0.5909,0.89,0.1045,27,166,193
13975,8/10/2012,3,1,8,11,0,5,1,3,0.68,0.6364,0.79,0.1343,73,178,251
13976,8/10/2012,3,1,8,12,0,5,1,2,0.74,0.697,0.66,0.3582,75,240,315
13977,8/10/2012,3,1,8,13,0,5,1,2,0.76,0.7121,0.58,0.3582,66,224,290
13978,8/10/2012,3,1,8,14,0,5,1,1,0.76,0.7121,0.58,0.3582,71,236,307
13979,8/10/2012,3,1,8,15,0,5,1,1,0.8,0.7424,0.52,0.4478,100,224,324
13980,8/10/2012,3,1,8,16,0,5,1,1,0.78,0.7273,0.55,0.2985,96,371,467
13981,8/10/2012,3,1,8,17,0,5,1,1,0.8,0.7424,0.52,0.2836,111,619,730
13982,8/10/2012,3,1,8,18,0,5,1,1,0.76,0.7121,0.62,0.2985,88,552,640
13983,8/10/2012,3,1,8,19,0,5,1,1,0.76,0.7121,0.62,0.2836,98,394,492
13984,8/10/2012,3,1,8,20,0,5,1,1,0.74,0.697,0.66,0.2985,55,315,370
13985,8/10/2012,3,1,8,21,0,5,1,1,0.74,0.697,0.66,0.2537,50,236,286
13986,8/10/2012,3,1,8,22,0,5,1,1,0.72,0.697,0.74,0.2836,50,168,218
13987,8/10/2012,3,1,8,23,0,5,1,1,0.72,0.6818,0.7,0.2836,33,159,192
13988,8/11/2012,3,1,8,0,0,6,0,1,0.7,0.6515,0.7,0.2836,38,142,180
13989,8/11/2012,3,1,8,1,0,6,0,1,0.66,0.6212,0.74,0.2239,32,84,116
13990,8/11/2012,3,1,8,2,0,6,0,3,0.64,0.5909,0.78,0.194,19,66,85
13991,8/11/2012,3,1,8,3,0,6,0,3,0.62,0.5758,0.83,0.1642,2,19,21
13992,8/11/2012,3,1,8,4,0,6,0,1,0.62,0.5758,0.83,0.1045,3,7,10
13993,8/11/2012,3,1,8,5,0,6,0,1,0.62,0.5606,0.88,0.1045,2,9,11
13994,8/11/2012,3,1,8,6,0,6,0,2,0.62,0.5606,0.88,0.1045,5,18,23
13995,8/11/2012,3,1,8,7,0,6,0,1,0.64,0.5758,0.83,0.0896,8,54,62
13996,8/11/2012,3,1,8,8,0,6,0,1,0.66,0.6061,0.83,0.1045,30,132,162
13997,8/11/2012,3,1,8,9,0,6,0,1,0.68,0.6364,0.79,0.194,54,217,271
13998,8/11/2012,3,1,8,10,0,6,0,1,0.72,0.6818,0.62,0.0896,125,282,407
13999,8/11/2012,3,1,8,11,0,6,0,1,0.74,0.697,0.66,0.1642,203,296,499
14000,8/11/2012,3,1,8,12,0,6,0,1,0.76,0.7121,0.58,0.2239,214,332,546
14001,8/11/2012,3,1,8,13,0,6,0,1,0.8,0.7424,0.49,0.3582,228,341,569
14002,8/11/2012,3,1,8,14,0,6,0,1,0.8,0.7424,0.49,0.2985,248,290,538
14003,8/11/2012,3,1,8,15,0,6,0,1,0.8,0.7273,0.46,0.2836,246,316,562
14004,8/11/2012,3,1,8,16,0,6,0,1,0.8,0.7273,0.46,0.2985,227,304,531
14005,8/11/2012,3,1,8,17,0,6,0,3,0.74,0.697,0.66,0.3582,220,292,512
14006,8/11/2012,3,1,8,18,0,6,0,2,0.7,0.6667,0.74,0.2985,107,193,300
14007,8/11/2012,3,1,8,19,0,6,0,2,0.66,0.5909,0.89,0.1045,97,178,275
14008,8/11/2012,3,1,8,20,0,6,0,3,0.66,0.5909,0.89,0.4179,31,129,160
14009,8/11/2012,3,1,8,21,0,6,0,2,0.66,0.5909,0.89,0.1642,26,102,128
14010,8/11/2012,3,1,8,22,0,6,0,2,0.66,0.5909,0.89,0.1642,40,128,168
14011,8/11/2012,3,1,8,23,0,6,0,3,0.66,0.6061,0.78,0.1642,42,121,163
14012,8/12/2012,3,1,8,0,0,0,0,2,0.64,0.6061,0.73,0.1343,24,96,120
14013,8/12/2012,3,1,8,1,0,0,0,1,0.62,0.5909,0.78,0.1343,21,92,113
14014,8/12/2012,3,1,8,2,0,0,0,1,0.64,0.6061,0.69,0.1343,19,67,86
14015,8/12/2012,3,1,8,3,0,0,0,1,0.62,0.5909,0.73,0.0896,11,37,48
14016,8/12/2012,3,1,8,4,0,0,0,1,0.64,0.6061,0.69,0.0896,2,8,10
14017,8/12/2012,3,1,8,5,0,0,0,1,0.64,0.6212,0.61,0.194,1,9,10
14018,8/12/2012,3,1,8,6,0,0,0,1,0.64,0.6061,0.65,0.1642,2,14,16
14019,8/12/2012,3,1,8,7,0,0,0,1,0.64,0.6061,0.65,0.1343,9,30,39
14020,8/12/2012,3,1,8,8,0,0,0,1,0.66,0.6212,0.54,0.2239,35,84,119
14021,8/12/2012,3,1,8,9,0,0,0,1,0.7,0.6515,0.48,0.2239,64,153,217
14022,8/12/2012,3,1,8,10,0,0,0,1,0.7,0.6515,0.51,0.1642,88,240,328
14023,8/12/2012,3,1,8,11,0,0,0,1,0.74,0.6667,0.42,0.1642,167,282,449
14024,8/12/2012,3,1,8,12,0,0,0,1,0.74,0.6667,0.42,0.194,163,342,505
14025,8/12/2012,3,1,8,13,0,0,0,1,0.78,0.697,0.4,0,178,365,543
14026,8/12/2012,3,1,8,14,0,0,0,1,0.76,0.6818,0.4,0.194,213,366,579
14027,8/12/2012,3,1,8,15,0,0,0,1,0.76,0.6818,0.4,0.1343,235,342,577
14028,8/12/2012,3,1,8,16,0,0,0,1,0.76,0.6818,0.4,0.1045,213,300,513
14029,8/12/2012,3,1,8,17,0,0,0,1,0.8,0.697,0.33,0,186,319,505
14030,8/12/2012,3,1,8,18,0,0,0,1,0.78,0.6818,0.35,0.1045,164,327,491
14031,8/12/2012,3,1,8,19,0,0,0,1,0.74,0.6515,0.4,0.1343,148,317,465
14032,8/12/2012,3,1,8,20,0,0,0,1,0.72,0.6515,0.45,0,96,204,300
14033,8/12/2012,3,1,8,21,0,0,0,1,0.72,0.6667,0.51,0.0896,78,142,220
14034,8/12/2012,3,1,8,22,0,0,0,1,0.7,0.6515,0.58,0.1343,40,141,181
14035,8/12/2012,3,1,8,23,0,0,0,1,0.68,0.6364,0.61,0,25,85,110
14036,8/13/2012,3,1,8,0,0,1,1,1,0.66,0.6212,0.65,0.1045,14,33,47
14037,8/13/2012,3,1,8,1,0,1,1,1,0.66,0.6212,0.65,0.0896,3,11,14
14038,8/13/2012,3,1,8,2,0,1,1,1,0.64,0.6061,0.69,0.1045,1,8,9
14039,8/13/2012,3,1,8,3,0,1,1,1,0.64,0.6061,0.69,0,1,5,6
14040,8/13/2012,3,1,8,4,0,1,1,1,0.64,0.6061,0.69,0.1045,0,11,11
14041,8/13/2012,3,1,8,5,0,1,1,1,0.64,0.6061,0.69,0.1045,3,33,36
14042,8/13/2012,3,1,8,6,0,1,1,1,0.62,0.5909,0.73,0.0896,4,155,159
14043,8/13/2012,3,1,8,7,0,1,1,1,0.66,0.6212,0.65,0.1343,11,425,436
14044,8/13/2012,3,1,8,8,0,1,1,2,0.72,0.6667,0.51,0.0896,25,648,673
14045,8/13/2012,3,1,8,9,0,1,1,2,0.74,0.6667,0.45,0,40,265,305
14046,8/13/2012,3,1,8,10,0,1,1,2,0.76,0.6818,0.4,0,88,111,199
14047,8/13/2012,3,1,8,11,0,1,1,1,0.76,0.6818,0.4,0.0896,94,151,245
14048,8/13/2012,3,1,8,12,0,1,1,1,0.78,0.697,0.4,0.194,96,180,276
14049,8/13/2012,3,1,8,13,0,1,1,1,0.78,0.697,0.4,0.1642,79,175,254
14050,8/13/2012,3,1,8,14,0,1,1,1,0.8,0.697,0.33,0.1045,85,163,248
14051,8/13/2012,3,1,8,15,0,1,1,1,0.82,0.7273,0.34,0.2239,80,194,274
14052,8/13/2012,3,1,8,16,0,1,1,1,0.8,0.7121,0.36,0.0896,116,348,464
14053,8/13/2012,3,1,8,17,0,1,1,1,0.8,0.7121,0.36,0.1642,102,716,818
14054,8/13/2012,3,1,8,18,0,1,1,1,0.76,0.697,0.52,0.2836,103,709,812
14055,8/13/2012,3,1,8,19,0,1,1,1,0.74,0.6818,0.58,0.1642,88,467,555
14056,8/13/2012,3,1,8,20,0,1,1,1,0.74,0.6818,0.62,0.2239,58,374,432
14057,8/13/2012,3,1,8,21,0,1,1,1,0.72,0.6818,0.66,0.194,44,246,290
14058,8/13/2012,3,1,8,22,0,1,1,1,0.72,0.6818,0.62,0.3284,44,148,192
14059,8/13/2012,3,1,8,23,0,1,1,1,0.7,0.6515,0.7,0.2239,28,100,128
14060,8/14/2012,3,1,8,0,0,2,1,1,0.7,0.6667,0.74,0.2239,12,48,60
14061,8/14/2012,3,1,8,1,0,2,1,1,0.68,0.6364,0.79,0.2537,8,19,27
14062,8/14/2012,3,1,8,2,0,2,1,2,0.68,0.6364,0.83,0.194,2,9,11
14063,8/14/2012,3,1,8,3,0,2,1,2,0.68,0.6364,0.83,0.194,0,3,3
14064,8/14/2012,3,1,8,4,0,2,1,2,0.68,0.6364,0.83,0.194,0,5,5
14065,8/14/2012,3,1,8,5,0,2,1,2,0.68,0.6364,0.89,0.194,1,35,36
14066,8/14/2012,3,1,8,6,0,2,1,3,0.64,0.5758,0.83,0.194,1,63,64
14067,8/14/2012,3,1,8,7,0,2,1,2,0.66,0.6061,0.83,0.0896,1,178,179
14068,8/14/2012,3,1,8,8,0,2,1,2,0.66,0.5909,0.89,0.0896,27,591,618
14069,8/14/2012,3,1,8,9,0,2,1,2,0.7,0.6667,0.74,0,48,354,402
14070,8/14/2012,3,1,8,10,0,2,1,1,0.7,0.6667,0.79,0.1045,53,155,208
14071,8/14/2012,3,1,8,11,0,2,1,1,0.74,0.6818,0.62,0,69,127,196
14072,8/14/2012,3,1,8,12,0,2,1,1,0.78,0.7121,0.49,0.1343,93,207,300
14073,8/14/2012,3,1,8,13,0,2,1,1,0.8,0.7273,0.46,0.0896,83,203,286
14074,8/14/2012,3,1,8,14,0,2,1,1,0.82,0.7424,0.41,0.2239,80,175,255
14075,8/14/2012,3,1,8,15,0,2,1,1,0.82,0.7576,0.46,0.2239,84,199,283
14076,8/14/2012,3,1,8,16,0,2,1,1,0.82,0.7424,0.43,0.2239,95,363,458
14077,8/14/2012,3,1,8,17,0,2,1,3,0.76,0.7273,0.66,0.2537,78,734,812
14078,8/14/2012,3,1,8,18,0,2,1,1,0.76,0.7121,0.62,0.2836,97,757,854
14079,8/14/2012,3,1,8,19,0,2,1,1,0.76,0.7273,0.66,0.194,94,533,627
14080,8/14/2012,3,1,8,20,0,2,1,1,0.74,0.7121,0.74,0.2239,65,371,436
14081,8/14/2012,3,1,8,21,0,2,1,1,0.74,0.6818,0.62,0.2239,56,252,308
14082,8/14/2012,3,1,8,22,0,2,1,1,0.72,0.6818,0.66,0.0896,28,161,189
14083,8/14/2012,3,1,8,23,0,2,1,1,0.72,0.6818,0.66,0.1642,53,114,167
14084,8/15/2012,3,1,8,0,0,3,1,1,0.7,0.6515,0.61,0.194,8,52,60
14085,8/15/2012,3,1,8,1,0,3,1,1,0.7,0.6515,0.61,0,6,31,37
14086,8/15/2012,3,1,8,2,0,3,1,1,0.68,0.6364,0.65,0,1,7,8
14087,8/15/2012,3,1,8,3,0,3,1,1,0.66,0.6212,0.74,0.1045,1,10,11
14088,8/15/2012,3,1,8,4,0,3,1,1,0.64,0.5758,0.83,0.1045,0,4,4
14089,8/15/2012,3,1,8,5,0,3,1,1,0.64,0.5909,0.78,0.1045,4,35,39
14090,8/15/2012,3,1,8,6,0,3,1,1,0.64,0.5909,0.78,0.1045,12,160,172
14091,8/15/2012,3,1,8,7,0,3,1,2,0.66,0.6212,0.69,0.194,25,467,492
14092,8/15/2012,3,1,8,8,0,3,1,2,0.7,0.6515,0.65,0.2836,40,642,682
14093,8/15/2012,3,1,8,9,0,3,1,2,0.72,0.6818,0.62,0.194,57,310,367
14094,8/15/2012,3,1,8,10,0,3,1,2,0.72,0.6818,0.62,0.194,70,163,233
14095,8/15/2012,3,1,8,11,0,3,1,2,0.74,0.6818,0.58,0.194,80,155,235
14096,8/15/2012,3,1,8,12,0,3,1,1,0.74,0.6818,0.55,0.2239,77,230,307
14097,8/15/2012,3,1,8,13,0,3,1,2,0.78,0.7121,0.49,0.194,88,206,294
14098,8/15/2012,3,1,8,14,0,3,1,2,0.76,0.697,0.52,0.2985,94,161,255
14099,8/15/2012,3,1,8,15,0,3,1,1,0.76,0.697,0.52,0.2537,70,196,266
14100,8/15/2012,3,1,8,16,0,3,1,1,0.76,0.6818,0.48,0.194,91,340,431
14101,8/15/2012,3,1,8,17,0,3,1,1,0.74,0.6818,0.55,0.2836,102,749,851
14102,8/15/2012,3,1,8,18,0,3,1,1,0.74,0.6667,0.51,0.2239,80,768,848
14103,8/15/2012,3,1,8,19,0,3,1,1,0.7,0.6515,0.61,0.1343,124,525,649
14104,8/15/2012,3,1,8,20,0,3,1,1,0.7,0.6515,0.61,0.1343,72,355,427
14105,8/15/2012,3,1,8,21,0,3,1,1,0.7,0.6515,0.61,0.194,49,266,315
14106,8/15/2012,3,1,8,22,0,3,1,1,0.7,0.6515,0.61,0.1642,29,197,226
14107,8/15/2012,3,1,8,23,0,3,1,1,0.68,0.6364,0.65,0.1045,18,120,138
14108,8/16/2012,3,1,8,0,0,4,1,1,0.66,0.6212,0.69,0,13,63,76
14109,8/16/2012,3,1,8,1,0,4,1,1,0.64,0.6061,0.73,0,3,18,21
14110,8/16/2012,3,1,8,2,0,4,1,1,0.64,0.6061,0.69,0.194,0,15,15
14111,8/16/2012,3,1,8,3,0,4,1,1,0.62,0.5909,0.73,0.2537,0,4,4
14112,8/16/2012,3,1,8,4,0,4,1,1,0.62,0.5909,0.73,0.2239,2,3,5
14113,8/16/2012,3,1,8,5,0,4,1,1,0.6,0.5758,0.78,0.1642,7,30,37
14114,8/16/2012,3,1,8,6,0,4,1,1,0.6,0.5758,0.78,0.1642,3,162,165
14115,8/16/2012,3,1,8,7,0,4,1,1,0.64,0.6061,0.69,0.2239,16,448,464
14116,8/16/2012,3,1,8,8,0,4,1,1,0.68,0.6364,0.61,0.194,33,649,682
14117,8/16/2012,3,1,8,9,0,4,1,1,0.72,0.6667,0.54,0.1045,41,296,337
14118,8/16/2012,3,1,8,10,0,4,1,1,0.74,0.6667,0.48,0.1343,78,121,199
14119,8/16/2012,3,1,8,11,0,4,1,1,0.76,0.6667,0.37,0.0896,83,191,274
14120,8/16/2012,3,1,8,12,0,4,1,1,0.8,0.697,0.33,0.1045,96,247,343
14121,8/16/2012,3,1,8,13,0,4,1,1,0.8,0.697,0.31,0.2239,81,219,300
14122,8/16/2012,3,1,8,14,0,4,1,1,0.82,0.7121,0.32,0,72,176,248
14123,8/16/2012,3,1,8,15,0,4,1,1,0.8,0.697,0.33,0.2537,63,197,260
14124,8/16/2012,3,1,8,16,0,4,1,1,0.82,0.7121,0.32,0.2239,79,340,419
14125,8/16/2012,3,1,8,17,0,4,1,1,0.82,0.7273,0.34,0.194,130,767,897
14126,8/16/2012,3,1,8,18,0,4,1,1,0.8,0.7121,0.36,0,109,723,832
14127,8/16/2012,3,1,8,19,0,4,1,1,0.76,0.6818,0.4,0.1045,119,558,677
14128,8/16/2012,3,1,8,20,0,4,1,1,0.76,0.6818,0.4,0.0896,100,414,514
14129,8/16/2012,3,1,8,21,0,4,1,1,0.74,0.6667,0.48,0.194,83,273,356
