"","X","carat","cut","color","clarity","depth","table","price","x","y","z"
"47400",47400,0.55,"Ideal","D","VS2",61.7,57,1848,5.21,5.26,3.23
"38317",38317,0.52,"Very Good","J","SI1",62.5,59,1019,5.14,5.16,3.22
"5010",5010,0.93,"Good","D","SI2",59.2,62,3744,6.36,6.38,3.77
"35849",35849,0.31,"Ideal","F","VVS2",61.5,56,917,4.35,4.37,2.68
"33219",33219,0.36,"Very Good","G","VVS1",62.8,57,821,4.52,4.55,2.85
"35436",35436,0.32,"Ideal","E","VS2",62,55,900,4.41,4.39,2.73
"425",425,0.73,"Premium","E","VS2",58.6,60,2812,5.92,5.89,3.46
"10356",10356,1.04,"Ideal","F","SI1",62.2,57,4770,6.5,6.4,4.01
"28967",28967,0.31,"Very Good","H","SI1",62.4,57,435,4.31,4.35,2.7
"37168",37168,0.32,"Premium","D","VS2",61.7,59,972,4.43,4.38,2.72
"744",744,0.33,"Premium","F","SI2",63,58,557,4.42,4.4,2.78
"24681",24681,1.5,"Very Good","F","VS2",63.9,57,13037,7.16,7.23,4.6
"23232",23232,2.06,"Ideal","J","SI2",61.9,55,11234,8.19,8.23,5.08
"18384",18384,0.3,"Ideal","G","VS1",61.7,54.6,618,4.3,4.33,2.67
"9265",9265,0.92,"Premium","E","SI1",62.2,58,4562,6.18,6.23,3.86
"48758",48758,0.56,"Ideal","F","VS1",61.7,54,2016,5.32,5.28,3.27
"17753",17753,1.19,"Very Good","H","VS1",62.4,59,7147,6.73,6.79,4.22
"24508",24508,1.5,"Premium","G","VS2",62.5,59,12787,7.27,7.23,4.53
"5310",5310,0.9,"Premium","F","SI2",58.9,59,3803,6.31,6.26,3.7
"31159",31159,0.41,"Ideal","I","VS1",60.9,53,755,4.8,4.85,2.94
"18844",18844,1.02,"Very Good","G","VVS2",62.5,59,7724,6.34,6.42,3.99
"43129",43129,0.57,"Very Good","D","SI2",62.1,58,1387,5.26,5.31,3.28
"2908",2908,0.52,"Ideal","D","VVS2",61.5,55,3284,5.19,5.22,3.2
"43123",43123,0.6,"Premium","D","SI2",61.4,56,1385,5.43,5.41,3.33
"1551",1551,0.72,"Ideal","G","VVS2",61.6,55,3002,5.78,5.77,3.56
"26823",26823,2.17,"Ideal","I","SI1",62.1,57,16716,8.26,8.32,5.15
"9605",9605,1.02,"Good","D","SI2",63.4,59,4633,6.37,6.41,4.05
"8105",8105,1.15,"Premium","J","SI1",62.3,55,4347,6.76,6.66,4.18
"18120",18120,1.21,"Premium","E","SI1",62.6,58,7334,6.82,6.79,4.26
"18572",18572,1.01,"Very Good","D","VS1",63.1,58,7575,6.34,6.3,3.99
"21136",21136,1.56,"Ideal","I","VS2",62.5,57,9295,7.4,7.36,4.63
"18442",18442,1.11,"Very Good","G","VS1",61.5,57.6,7503,6.66,6.7,4.11
"21075",21075,1.16,"Ideal","G","VVS2",62.2,56,9251,6.7,6.74,4.18
"16243",16243,1.01,"Premium","G","VS1",62.6,59,6499,6.38,6.43,4.01
"36476",36476,0.43,"Ideal","G","VS1",61.3,57,943,4.85,4.88,2.98
"25129",25129,1.5,"Premium","F","VS2",62.8,58,13680,7.21,7.16,4.51
"31565",31565,0.31,"Ideal","D","VVS2",62.4,56,766,4.34,4.38,2.72
"34704",34704,0.31,"Ideal","F","IF",62.3,57,874,4.3,4.34,2.69
"45737",45737,0.5,"Premium","E","VS2",60.5,60,1699,5.13,5.09,3.09
"30288",30288,0.3,"Very Good","G","SI1",62.6,57,447,4.25,4.34,2.69
"23898",23898,1.57,"Ideal","H","VS2",61.8,55,12004,7.45,7.49,4.62
"35118",35118,0.3,"Ideal","F","IF",62.2,53,886,4.34,4.38,2.71
"17052",17052,0.4,"Ideal","I","SI2",61.3,56,612,4.76,4.79,2.93
"21367",21367,0.38,"Ideal","I","SI1",61.6,57,626,4.62,4.66,2.86
"967",967,0.86,"Ideal","H","SI2",61.8,55,2892,6.12,6.14,3.79
"17715",17715,0.41,"Ideal","J","VS2",62.3,54,613,4.77,4.8,2.98
"38674",38674,0.44,"Premium","E","SI1",62.2,60,1040,4.86,4.79,3
"10483",10483,1.25,"Ideal","I","VS2",60,57,4795,7.07,7.02,4.23
"19641",19641,1.35,"Very Good","G","VS1",63.4,56,8256,7.09,7.01,4.47
"133",133,0.71,"Ideal","D","SI1",61.9,59,2764,5.69,5.72,3.53
"19073",19073,1.54,"Premium","G","SI2",59.4,60,7848,7.52,7.49,4.46
"33437",33437,0.32,"Ideal","G","VS1",61.2,57,828,4.43,4.4,2.7
"11048",11048,0.31,"Ideal","H","SI1",61.9,56,595,4.38,4.35,2.7
"3904",3904,0.73,"Very Good","E","VS1",61.5,57,3492,5.78,5.83,3.57
"6929",6929,1.12,"Ideal","D","I1",60.6,55,4139,6.73,6.76,4.09
"21410",21410,1.5,"Very Good","H","SI1",61.6,57,9523,7.26,7.35,4.5
"29537",29537,0.4,"Ideal","J","VVS1",62.4,54,704,4.73,4.75,2.96
"22814",22814,1.51,"Very Good","F","SI1",59.4,57,10838,7.48,7.57,4.47
"3713",3713,0.93,"Very Good","H","SI2",61.9,57,3452,6.25,6.31,3.89
"22948",22948,1.66,"Premium","H","VS2",62.3,58,10993,7.62,7.57,4.73
"20027",20027,0.32,"Premium","F","SI2",59.7,59,421,4.43,4.48,2.66
"3523",3523,1,"Premium","F","I1",62.4,59,3405,6.38,6.34,3.97
"32084",32084,0.33,"Ideal","E","VS1",59.6,56,781,4.49,4.54,2.69
"35869",35869,0.4,"Very Good","D","VS2",62.8,56,918,4.71,4.75,2.97
"44379",44379,0.52,"Ideal","H","VVS2",61.8,57,1581,5.16,5.19,3.2
"27472",27472,1.78,"Ideal","F","VS2",60.9,56,18128,7.85,7.88,4.79
"30193",30193,0.42,"Very Good","E","SI1",59.8,61,722,4.85,4.89,2.91
"13354",13354,0.24,"Very Good","E","VS2",63.5,53,419,3.96,3.98,2.52
"2241",2241,0.73,"Good","E","VS1",63.7,59,3146,5.67,5.69,3.62
"6724",6724,0.27,"Ideal","F","VS2",60.9,57,577,4.17,4.2,2.55
"53382",53382,0.7,"Very Good","F","SI1",60.6,60,2662,5.71,5.75,3.47
"14110",14110,1.31,"Premium","H","VS1",62.1,58,5722,6.98,6.97,4.33
"530",530,0.9,"Premium","I","SI2",62.2,59,2826,6.11,6.07,3.79
"51372",51372,0.85,"Ideal","J","SI1",62.3,55,2366,6.1,6.06,3.79
"24247",24247,1.37,"Ideal","G","VVS1",62.6,55,12455,7.12,7.07,4.44
"27563",27563,2.06,"Ideal","D","SI2",60.3,56,18371,8.29,8.25,4.99
"49282",49282,0.57,"Ideal","D","VS1",61.7,56,2091,5.31,5.33,3.28
"38140",38140,0.3,"Premium","G","VVS1",62.8,58,1013,4.3,4.27,2.69
"19768",19768,1.65,"Ideal","J","SI1",62.5,56,8334,7.59,7.54,4.73
"8476",8476,1.01,"Premium","F","SI2",62.2,59,4416,6.38,6.42,3.98
"3472",3472,0.83,"Premium","F","VS2",62,59,3393,6,5.96,3.71
"29213",29213,0.31,"Ideal","F","VS1",61.8,56,695,4.33,4.36,2.68
"46200",46200,0.84,"Good","F","I1",60.8,64,1749,6.05,6.03,3.67
"23670",23670,1.24,"Very Good","F","VVS1",62.7,61,11716,6.75,6.84,4.26
"11516",11516,1.09,"Ideal","G","SI1",62.2,56,5022,6.6,6.55,4.09
"38691",38691,0.37,"Ideal","F","VS1",61.7,56,1041,4.63,4.61,2.85
"21522",21522,1.37,"Ideal","H","VVS2",61.3,56,9621,7.13,7.2,4.39
"30197",30197,0.42,"Good","F","SI1",63.6,57,722,4.7,4.76,3.01
"15280",15280,1.5,"Premium","I","SI2",62.9,57,6132,7.28,7.26,4.57
"18208",18208,1.25,"Premium","G","VVS1",62,58,7389,6.96,6.87,4.29
"7982",7982,1.12,"Ideal","J","SI2",62.5,57,4325,6.63,6.59,4.13
"23990",23990,1.46,"Premium","G","VS1",62.3,58,12151,7.2,7.25,4.5
"41273",41273,0.3,"Ideal","G","VS2",62,56,503,4.29,4.32,2.67
"48197",48197,0.52,"Ideal","E","VS2",61.2,56,1947,5.2,5.16,3.17
"52477",52477,0.71,"Very Good","D","SI2",60.2,58,2519,5.76,5.8,3.48
"38004",38004,0.43,"Ideal","G","VS1",62.3,56,1008,4.85,4.82,3.01
"23333",23333,1.52,"Ideal","H","VS2",61.9,55,11379,7.38,7.43,4.58
"50113",50113,0.71,"Ideal","H","VS1",62.1,55,2209,5.68,5.72,3.54
"26454",26454,1.5,"Ideal","D","VS2",62.6,56,15992,7.27,7.21,4.53
"50201",50201,0.9,"Good","G","I1",63.6,61,2226,6.03,6.07,3.85
"26037",26037,0.32,"Premium","G","VS1",61.7,58,645,4.38,4.41,2.71
"7452",7452,1.14,"Good","G","SI2",63.7,60,4233,6.69,6.6,4.24
"36121",36121,0.36,"Ideal","E","VVS2",61.8,54,928,4.6,4.62,2.85
"408",408,0.31,"Very Good","F","SI1",61.8,58,555,4.32,4.35,2.68
"15831",15831,1.3,"Premium","J","VS1",61.6,56,6334,7.06,7,4.33
"14617",14617,1.14,"Good","E","SI1",60.9,64,5899,6.78,6.68,4.09
"5546",5546,1.02,"Premium","J","SI1",63,58,3856,6.44,6.39,4.04
"5568",5568,0.8,"Ideal","F","VS1",61.2,56,3860,5.98,6.01,3.67
"15957",15957,1,"Very Good","G","VS2",62.8,62,6386,6.28,6.33,3.96
"18435",18435,1,"Good","D","VS1",57.8,61,7500,6.62,6.56,3.81
"40460",40460,0.5,"Ideal","H","SI1",62,56,1140,5.08,5.11,3.16
"26455",26455,2.07,"Premium","I","SI1",62.3,60,15992,8.16,8.12,5.07
"29003",29003,0.34,"Premium","F","VS2",62.6,59,686,4.44,4.48,2.79
"33929",33929,0.37,"Very Good","E","VVS2",59.7,61,844,4.67,4.71,2.8
"5515",5515,0.9,"Very Good","F","SI1",63.6,58,3848,6.08,6.12,3.88
"23246",23246,2,"Ideal","I","SI2",59.8,55,11255,8.28,8.18,4.92
"42381",42381,0.71,"Premium","J","SI2",61.8,54,1305,5.74,5.7,3.53
"40488",40488,0.4,"Very Good","E","VVS1",63.8,56,1142,4.68,4.72,3
"33889",33889,0.3,"Ideal","E","VS2",62.3,57,844,4.32,4.29,2.68
"35277",35277,0.39,"Ideal","F","VS1",62.5,57,895,4.66,4.69,2.92
"4245",4245,0.84,"Good","E","SI1",61.9,61,3577,6.03,6.05,3.74
"51351",51351,0.78,"Good","E","SI2",63.7,54,2363,5.82,5.77,3.69
"46896",46896,0.6,"Premium","D","SI1",61.5,52,1814,5.5,5.43,3.36
"35878",35878,0.32,"Ideal","G","IF",61.6,55,918,4.42,4.45,2.73
"39002",39002,0.45,"Ideal","G","VS1",59,60,1055,4.98,5.05,2.96
"23226",23226,1.24,"Premium","F","VVS2",62,55,11231,6.95,6.88,4.29
"36908",36908,0.42,"Ideal","D","VS2",61.5,55,961,4.83,4.86,2.98
"9530",9530,1.01,"Ideal","J","VS2",61.3,56,4617,6.46,6.5,3.97
"47151",47151,0.72,"Ideal","J","VS1",62.3,55,1832,5.77,5.69,3.57
"33559",33559,0.41,"Premium","J","VS1",62.1,58,830,4.79,4.75,2.96
"51385",51385,0.71,"Very Good","E","SI2",63.1,56,2368,5.67,5.71,3.58
"17361",17361,1.01,"Premium","G","VVS2",60.9,59,6968,6.59,6.54,4
"19329",19329,1.53,"Ideal","H","SI2",62.4,58,8034,7.32,7.38,4.59
"51004",51004,0.71,"Ideal","H","SI1",62.3,54,2326,5.74,5.76,3.58
"9236",9236,1.01,"Good","H","SI1",63.3,58,4559,6.37,6.4,4.04
"16489",16489,1.2,"Ideal","H","SI1",61.9,54,6588,6.83,6.9,4.25
"37345",37345,0.31,"Ideal","D","VVS2",62,56,982,4.37,4.34,2.7
"42236",42236,0.54,"Ideal","H","SI1",60.6,57,1291,5.28,5.32,3.21
"7734",7734,0.3,"Ideal","H","VVS2",61.5,56,581,4.34,4.38,2.68
"5983",5983,0.72,"Very Good","F","VVS2",59.2,63,3952,5.77,5.86,3.44
"20604",20604,1.5,"Good","E","SI2",63,59,8910,7.18,7.24,4.54
"13784",13784,1.28,"Premium","E","SI2",62.5,58,5620,6.93,6.89,4.32
"20868",20868,1.27,"Premium","E","VS2",61.2,59,9086,7.02,6.97,4.28
"2767",2767,0.9,"Ideal","I","SI1",60.8,57,3251,6.25,6.22,3.79
"1498",1498,0.75,"Ideal","H","VVS2",62,55.1,2992,5.83,5.85,3.62
"22241",22241,1.08,"Ideal","E","VS1",61.7,55,10292,6.58,6.61,4.07
"32156",32156,0.28,"Ideal","F","VVS2",62.6,54,787,4.21,4.22,2.64
"24707",24707,0.41,"Ideal","I","SI1",61.6,56,639,4.79,4.82,2.96
"8520",8520,1.04,"Very Good","I","SI1",61.9,58,4426,6.45,6.47,4
"23729",23729,0.33,"Ideal","H","VVS2",61.6,55,633,4.48,4.51,2.77
"7065",7065,0.33,"Very Good","G","VS2",59.3,61,579,4.49,4.51,2.67
"11012",11012,1.01,"Very Good","G","SI1",62.6,59,4916,6.38,6.3,3.97
"17384",17384,0.34,"Premium","E","SI2",62.5,59,612,4.46,4.43,2.78
"39026",39026,0.43,"Ideal","G","VVS2",60.9,57,1056,4.85,4.9,2.97
"14825",14825,1.01,"Good","E","VS2",61.2,62,5972,6.34,6.38,3.89
"39109",39109,0.41,"Premium","H","VS1",62.6,60,1061,4.77,4.75,2.98
"24724",24724,2.03,"Very Good","I","SI2",62.8,59,13063,8.04,8.08,5.06
"51373",51373,0.74,"Good","E","SI1",62.1,64,2366,5.76,5.71,3.56
"21711",21711,0.27,"Ideal","G","IF",62,56,627,4.14,4.17,2.58
"29440",29440,0.32,"Very Good","F","VVS2",63.8,55,701,4.33,4.39,2.78
"53559",53559,0.71,"Ideal","D","SI1",63,55,2694,5.64,5.57,3.53
"8633",8633,1.01,"Very Good","H","SI1",62.3,63,4449,6.3,6.23,3.9
"28059",28059,0.38,"Ideal","F","SI1",61.1,57,660,4.7,4.72,2.88
"52606",52606,0.61,"Ideal","G","VVS1",62.7,58,2544,5.39,5.43,3.39
"7631",7631,0.96,"Very Good","G","SI1",60.3,57,4265,6.35,6.38,3.84
"42563",42563,0.57,"Ideal","I","VS2",61.5,56,1326,5.32,5.35,3.28
"22423",22423,1.57,"Very Good","I","VS2",60.3,58,10447,7.58,7.55,4.56
"42339",42339,0.52,"Very Good","F","SI1",61.9,58,1298,5.1,5.15,3.17
"37265",37265,0.29,"Very Good","E","VS1",61.4,61,481,4.22,4.25,2.6
"51748",51748,0.71,"Ideal","E","SI1",61.9,56,2404,5.76,5.71,3.55
"4163",4163,0.92,"Premium","D","SI2",62.5,59,3550,6.24,6.2,3.89
"13229",13229,1.21,"Premium","H","VS2",60.8,62,5461,6.82,6.78,4.13
"35167",35167,0.31,"Ideal","G","IF",61.4,55,891,4.35,4.38,2.68
"18490",18490,1.01,"Good","E","VS1",63.8,55,7528,6.32,6.41,4.06
"18934",18934,1.34,"Premium","G","VS2",61,60,7780,7.13,7.07,4.33
"40204",40204,0.51,"Very Good","G","SI1",63.4,56,1122,5.03,5.1,3.21
"703",703,0.73,"Premium","E","VS2",62,57,2854,5.86,5.76,3.6
"27412",27412,2.06,"Very Good","G","SI2",62.3,59,18005,8.07,8.2,5.07
"34562",34562,0.38,"Very Good","D","VS2",58.8,61,871,4.71,4.74,2.78
"10027",10027,0.23,"Very Good","G","VVS1",61.3,59,414,3.94,3.96,2.42
"38015",38015,0.6,"Ideal","I","SI2",61.8,55,1009,5.44,5.46,3.37
"29318",29318,0.31,"Premium","H","VS1",61.1,59,698,4.36,4.35,2.66
"21861",21861,1.23,"Ideal","G","VVS2",62.4,55,9921,6.8,6.88,4.27
"48011",48011,0.54,"Ideal","G","VVS2",62,56,1920,5.23,5.27,3.25
"48366",48366,0.56,"Premium","D","VS2",61.1,58,1963,5.3,5.34,3.25
"20527",20527,1.52,"Premium","I","SI1",60.5,60,8852,7.48,7.4,4.5
"47418",47418,0.57,"Premium","E","VS2",61.4,58,1851,5.32,5.37,3.28
"18153",18153,1.4,"Premium","G","SI2",62,60,7357,7.16,7.1,4.42
"24490",24490,1.52,"Ideal","H","VVS2",62.8,56,12764,7.32,7.3,4.59
"9812",9812,1.11,"Premium","G","SI2",61.5,58,4670,6.6,6.67,4.08
"27701",27701,0.32,"Ideal","F","SI1",61,55,648,4.45,4.47,2.72
"41599",41599,0.31,"Ideal","G","SI2",62,55,391,4.34,4.37,2.7
"30720",30720,0.35,"Fair","E","VVS2",66.2,58,738,4.41,4.35,2.9
"27750",27750,2.29,"Premium","I","VS2",60.8,60,18823,8.5,8.47,5.16
"47229",47229,0.55,"Ideal","D","SI1",60.9,57,1840,5.29,5.32,3.23
"26605",26605,2.35,"Premium","H","SI2",62.3,58,16340,8.51,8.44,5.28
"41935",41935,0.4,"Premium","D","VVS2",60.7,60,1263,4.74,4.78,2.89
"5418",5418,1.05,"Premium","J","VS1",62.7,61,3822,6.58,6.49,4.09
"37873",37873,0.41,"Ideal","E","VS1",61.6,54,1004,4.77,4.8,2.95
"50235",50235,0.7,"Ideal","G","SI2",61.4,57,2232,5.69,5.74,3.51
"43491",43491,0.51,"Premium","F","SI1",61.4,59,1421,5.13,5.13,3.16
"22249",22249,1.23,"Ideal","G","VVS2",60.3,57,10304,6.98,6.97,4.21
"3084",3084,0.95,"Very Good","J","VS2",63.5,56,3314,6.24,6.27,3.97
"41403",41403,0.5,"Good","F","SI1",62.5,60,1223,5.07,5.11,3.18
"23879",23879,1.82,"Very Good","G","SI2",61.3,58,11971,7.83,7.94,4.83
"30330",30330,0.36,"Ideal","G","VS1",61.6,56,726,4.56,4.59,2.82
"36481",36481,0.43,"Very Good","G","VS1",60.9,57,943,4.88,4.91,2.98
"32392",32392,0.4,"Very Good","E","VS2",63,58,791,4.7,4.73,2.97
"28772",28772,0.33,"Very Good","D","VS2",62.5,59,681,4.39,4.41,2.75
"22785",22785,1.27,"Ideal","G","VVS1",61.7,56,10805,6.9,7.03,4.3
"41970",41970,0.23,"Very Good","E","VVS2",61.4,60,505,3.93,3.98,2.43
"36854",36854,0.37,"Premium","F","VS2",61.9,58,957,4.6,4.54,2.83
"20653",20653,1.26,"Ideal","H","VVS2",61.8,56,8941,6.9,6.93,4.28
"23463",23463,1.2,"Very Good","E","VVS2",63.2,56,11456,6.73,6.78,4.27
"24847",24847,1.73,"Ideal","I","VS1",61.4,57,13250,7.7,7.65,4.71
"14517",14517,1.01,"Premium","G","VS2",60.7,61,5864,6.46,6.42,3.91
"47882",47882,0.61,"Ideal","H","VVS2",60.2,57,1911,5.53,5.47,3.31
"2958",2958,1.01,"Premium","J","VS2",62.4,60,3296,6.45,6.35,3.99
"16384",16384,1.22,"Ideal","H","SI1",62.2,56,6541,6.84,6.89,4.27
"15991",15991,1.01,"Very Good","E","VS2",62,55,6399,6.42,6.46,3.99
"32751",32751,0.43,"Ideal","E","SI1",61.2,56.2,803,4.87,4.89,2.99
"10301",10301,0.9,"Very Good","E","SI1",62.8,58,4760,6.09,6.13,3.84
"8535",8535,0.91,"Premium","D","SI1",60.2,60,4429,6.25,6.3,3.78
"17026",17026,1.02,"Good","D","VS1",64.6,58,6797,6.22,6.28,4.04
"42573",42573,0.55,"Ideal","I","VS2",58.5,62,1327,5.4,5.39,3.16
"23305",23305,2.06,"Ideal","J","SI2",61.9,55,11337,8.23,8.19,5.08
"16330",16330,1.01,"Very Good","F","VS2",63.3,57,6533,6.41,6.33,4.03
"1454",1454,0.54,"Ideal","F","VVS1",61.6,55,2977,5.28,5.27,3.25
"43780",43780,0.4,"Ideal","D","VVS1",60.3,57,1441,4.81,4.78,2.89
"33428",33428,0.32,"Ideal","G","VS1",61.3,55,828,4.46,4.42,2.72
"30260",30260,0.4,"Very Good","E","SI1",63,57,725,4.68,4.71,2.96
"16252",16252,1.14,"Very Good","G","VS2",61.3,57,6500,6.69,6.78,4.13
"46526",46526,0.51,"Ideal","G","VS1",62.1,55,1781,5.17,5.14,3.2
"32984",32984,0.37,"Very Good","E","VS2",63,58,811,4.53,4.58,2.87
"40221",40221,0.4,"Very Good","G","VVS1",61.7,58,1123,4.69,4.71,2.9
"19437",19437,1.03,"Very Good","F","VS1",62.8,54.1,8089,6.39,6.48,4.05
"22184",22184,1.52,"Premium","G","SI1",62.3,58,10221,7.35,7.31,4.57
"1768",1768,0.79,"Very Good","F","SI1",61.5,58,3047,5.94,5.97,3.66
"35399",35399,0.4,"Very Good","H","VVS1",60.5,59,900,4.73,4.76,2.87
"2691",2691,0.84,"Ideal","D","SI2",61.8,56,3246,6.04,6.06,3.74
"34863",34863,0.3,"Premium","G","VVS2",62,60,878,4.33,4.25,2.66
"7313",7313,1.07,"Premium","I","SI2",59.7,59,4206,6.68,6.63,3.97
"677",677,0.75,"Fair","D","SI2",64.6,57,2848,5.74,5.72,3.7
"34712",34712,0.37,"Premium","I","VVS1",62.4,58,874,4.58,4.55,2.85
"53685",53685,0.81,"Very Good","I","VS2",64,60,2714,5.84,5.88,3.75
"17862",17862,1.19,"Ideal","I","IF",61.7,56,7207,6.78,6.81,4.19
"34122",34122,0.39,"Ideal","G","VS1",62.2,54.3,853,4.66,4.69,2.91
"18407",18407,1.11,"Good","E","VS2",58.5,58,7480,6.77,6.84,3.98
"26905",26905,2.26,"Ideal","I","SI1",62.4,57,16904,8.43,8.37,5.24
"19826",19826,1.07,"Ideal","G","VVS2",62.4,54,8393,6.51,6.56,4.08
"33973",33973,0.31,"Ideal","G","VVS2",62.7,57,846,4.35,4.32,2.72
"546",546,0.59,"Ideal","E","VVS1",62,56,2829,5.36,5.38,3.33
"41744",41744,0.51,"Very Good","F","SI1",63.4,58,1244,5.06,5.1,3.22
"44180",44180,0.51,"Premium","E","VS2",61.6,58,1567,5.18,5.15,3.18
"51093",51093,0.7,"Ideal","G","SI1",61.1,55,2335,5.72,5.76,3.51
"43236",43236,0.57,"Ideal","F","SI2",61,56,1397,5.37,5.32,3.26
"15673",15673,1.04,"Ideal","G","VS2",59.4,58,6286,6.63,6.67,3.95
"8816",8816,1.02,"Very Good","H","SI1",61.9,61,4476,6.34,6.42,3.95
"20603",20603,1.5,"Ideal","I","SI1",61.8,57,8907,7.3,7.34,4.53
"14355",14355,1.01,"Ideal","D","SI1",61.4,59,5812,6.4,6.44,3.94
"53885",53885,0.81,"Ideal","D","SI1",61.5,57,2748,6,6.03,3.7
"45442",45442,0.54,"Ideal","D","VS2",61.1,56,1672,5.23,5.27,3.21
"52327",52327,0.73,"Ideal","I","VVS2",62.3,55,2496,5.76,5.77,3.59
"1086",1086,0.71,"Ideal","H","VS1",61.9,56,2909,5.7,5.74,3.54
"14281",14281,1.16,"Premium","F","VS2",60.5,59,5781,6.86,6.8,4.13
"7159",7159,1.01,"Fair","E","SI1",64.7,59,4181,6.23,6.11,3.99
"35874",35874,0.41,"Ideal","E","VVS2",62,55,918,4.73,4.79,2.95
"44022",44022,0.51,"Premium","E","SI1",60.8,57,1546,5.24,5.19,3.17
"53610",53610,0.72,"Premium","G","VVS2",60.7,60,2703,5.87,5.8,3.54
"18079",18079,1.25,"Very Good","H","VS2",62.1,56,7305,6.91,6.96,4.31
"38831",38831,0.43,"Ideal","E","VS2",62,57,1048,4.85,4.82,3
"34600",34600,0.27,"Very Good","F","VS2",63.3,58,470,4.08,4.1,2.59
"9737",9737,1.16,"Very Good","I","SI1",61.5,60.4,4657,6.71,6.76,4.14
"34833",34833,0.3,"Very Good","H","VVS1",63.3,59,878,4.28,4.22,2.69
"14737",14737,1.01,"Ideal","F","SI1",61.7,56,5932,6.45,6.48,3.99
"30084",30084,0.32,"Ideal","I","VVS2",61.5,56,720,4.42,4.4,2.71
"44279",44279,0.51,"Very Good","E","VS2",63.6,59,1577,4.99,5.07,3.2
"47955",47955,0.66,"Very Good","F","SI1",59.2,58,1918,5.69,5.72,3.38
"1926",1926,0.8,"Premium","F","SI1",60.1,58,3082,6.07,6.05,3.64
"2877",2877,1,"Ideal","I","SI2",62.5,56,3276,6.38,6.35,3.98
"43762",43762,0.41,"Ideal","F","IF",61.9,56,1439,4.78,4.81,2.97
"48568",48568,0.59,"Premium","G","VS1",62.5,53,1991,5.46,5.35,3.38
"19222",19222,1.58,"Premium","E","SI2",61,60,7963,7.54,7.51,4.59
"49475",49475,0.72,"Very Good","G","SI2",60.6,61,2114,5.73,5.79,3.49
"18269",18269,1.22,"Ideal","H","VS1",62.3,55,7418,6.8,6.84,4.25
"40885",40885,0.57,"Premium","J","VS2",60.2,62,1176,5.4,5.33,3.23
"36366",36366,0.33,"Ideal","F","VVS1",60.6,56,939,4.47,4.51,2.72
"20697",20697,1.51,"Very Good","G","SI2",61.7,54,8973,7.37,7.41,4.56
"25164",25164,1.7,"Premium","F","VS2",62.5,61,13737,7.54,7.45,4.69
"1082",1082,0.73,"Ideal","I","VS1",61.5,55,2908,5.8,5.84,3.58
"38018",38018,0.39,"Premium","G","VS2",62.3,59,1009,4.69,4.65,2.91
"14746",14746,1.24,"Ideal","H","SI2",59.5,61,5937,6.98,7.03,4.17
"5368",5368,0.92,"Very Good","G","SI1",61.5,60,3817,6.19,6.26,3.83
"30146",30146,0.32,"Ideal","E","SI1",61.9,56,720,4.43,4.39,2.73
"1462",1462,0.7,"Ideal","E","VS2",61.5,57,2980,5.67,5.78,3.52
"27924",27924,0.4,"Ideal","J","VS1",62.2,54.3,658,4.73,4.75,2.95
"34520",34520,0.33,"Premium","E","VVS2",60.3,58,868,4.47,4.49,2.7
"49301",49301,0.31,"Good","H","VS1",64,59,539,4.25,4.28,2.73
"34458",34458,0.36,"Very Good","H","IF",60.8,57,865,4.58,4.6,2.79
"19395",19395,1.53,"Very Good","J","VS1",62.8,59,8058,7.31,7.34,4.6
"24162",24162,2.01,"Premium","I","SI2",62,56,12338,8.01,7.87,4.92
"30664",30664,0.3,"Premium","F","VVS2",61.1,59,737,4.29,4.32,2.63
"3308",3308,0.73,"Ideal","E","VS1",62.3,56,3370,5.75,5.8,3.6
"26147",26147,2,"Premium","H","SI2",59.7,61,15451,8.2,8.15,4.88
"3388",3388,0.31,"Premium","I","SI1",61.5,59,408,4.35,4.37,2.68
"36465",36465,0.31,"Ideal","D","VS2",62.5,56,942,4.32,4.29,2.69
"21633",21633,1.51,"Very Good","E","SI2",58.8,58,9727,7.53,7.61,4.45
"22475",22475,1.01,"Very Good","D","VVS2",59.8,57,10499,6.49,6.58,3.91
"18394",18394,1.42,"Ideal","H","SI2",62.2,56,7475,7.21,7.16,4.47
"51150",51150,0.71,"Premium","F","SI2",62,59,2343,5.68,5.65,3.51
"50975",50975,0.31,"Very Good","H","VS1",61.8,61,544,4.32,4.36,2.68
"14634",14634,1.08,"Premium","E","SI1",59.6,60,5908,6.73,6.66,3.99
"44682",44682,0.5,"Premium","D","SI1",62.3,58,1610,5.08,5.07,3.16
"9399",9399,1.03,"Premium","F","SI2",60.7,60,4586,6.52,6.47,3.94
"11713",11713,0.34,"Ideal","E","SI1",61.4,55,596,4.48,4.54,2.77
"34392",34392,0.41,"Very Good","F","VS2",62.8,58,863,4.69,4.73,2.96
"25617",25617,1.51,"Ideal","E","VS2",61.7,55,14482,7.37,7.34,4.54
"44418",44418,0.55,"Very Good","E","SI1",58.5,65,1587,5.33,5.38,3.13
"24274",24274,2.3,"Premium","J","SI1",59.6,59,12499,8.61,8.56,5.12
"40017",40017,0.42,"Ideal","H","VVS1",62.8,57,1108,4.79,4.79,3.01
"27678",27678,1.28,"Ideal","E","IF",60.7,57,18700,7.09,6.99,4.27
"28819",28819,0.31,"Ideal","D","VS1",61.8,55,683,4.34,4.36,2.69
"9046",9046,0.39,"Very Good","H","SI2",60.4,60,588,4.74,4.8,2.88
