"Cost4_A" "md_earn_wne_p10" "STATE"
"3913" 18950 29500 "TX"
"3914" 16821 33600 "TX"
"3915" 10593 30300 "TX"
"3917" 47871 59900 "TX"
"3918" 10629 36200 "TX"
"3920" 38081 44700 "TX"
"3921" 10386 28800 "TX"
"3922" 33738 48800 "TX"
"3923" 17165 41400 "TX"
"3924" 9250 30600 "TX"
"3925" 11101 35600 "TX"
"3926" 31111 36700 "TX"
"3928" 34474 46300 "TX"
"3929" 7558 30300 "TX"
"3934" 52514 52200 "TX"
"3937" 9687 26500 "TX"
"3938" 27979 31600 "TX"
"3939" 43080 47200 "TX"
"3940" 19945 39700 "TX"
"3941" 17988 43700 "TX"
"3942" 25859 37900 "TX"
"3943" 12499 22500 "TX"
"3944" 15468 38000 "TX"
"3945" 17289 40400 "TX"
"3946" 9578 34300 "TX"
"3947" 10894 31100 "TX"
"3951" 11399 33500 "TX"
"3952" 12470 27200 "TX"
"3953" 18049 39700 "TX"
"3954" 17009 52900 "TX"
"3955" 20457 52900 "TX"
"3956" 20082 46400 "TX"
"3957" 23839 52800 "TX"
"3958" 20743 49500 "TX"
"3959" 14108 39800 "TX"
"3960" 17866 41600 "TX"
"3962" 43050 49100 "TX"
"3963" 21032 23300 "TX"
"3965" 32691 43600 "TX"
"3966" 12983 42400 "TX"
"3967" 17815 44100 "TX"
"3969" 19915 31300 "TX"
"3970" 18631 46100 "TX"
"3972" 27335 39500 "TX"
"3973" 15796 44800 "TX"
"3974" 42326 53200 "TX"
"3976" 14675 26900 "TX"
"3977" 15934 30500 "TX"
"3979" 11121 30400 "TX"
"3982" 10601 29900 "TX"
"3984" 11273 32500 "TX"
"3986" 19295 40900 "TX"
"3987" 10604 31600 "TX"
"3988" 17218 40000 "TX"
"3989" 11348 30400 "TX"
"3990" 8250 34300 "TX"
"3991" 19042 28000 "TX"
"3994" 16050 57400 "UT"
"3995" 14798 39400 "HI"
"3996" 29880 27900 "UT"
"3998" 11125 29300 "UT"
"4002" 19271 34600 "UT"
"4007" 22062 29700 "UT"
"4008" 26597 38400 "UT"
"4009" 13329 30400 "UT"
"4010" 30228 23900 "UT"
"4012" 11015 28600 "UT"
"4013" 15262 37200 "UT"
"4014" 33250 31700 "UT"
"4015" 24110 31700 "UT"
"4017" 14956 42400 "UT"
"4018" 16621 43500 "UT"
"4019" 11418 36200 "UT"
"4020" 16797 49300 "UT"
"4021" 11586 42400 "UT"
"4022" 36655 45500 "UT"
"4023" 56050 26500 "VT"
"4024" 31174 28900 "VT"
"4025" 19072 34600 "VT"
"4026" 40229 40400 "VT"
"4027" 9973 25400 "VT"
"4028" 22833 25800 "VT"
"4029" 40580 30600 "VT"
"4030" 18165 32200 "VT"
"4031" 18639 34100 "VT"
"4032" 47740 25900 "VT"
"4033" 55750 53400 "VT"
"4035" 42309 45300 "VT"
"4037" 45630 46300 "VT"
"4039" 30451 36900 "VT"
"4040" 29496 34800 "VT"
"4043" 20820 44200 "VT"
"4044" 26274 44000 "VT"
"4046" 23865 35300 "VA"
"4047" 32434 42300 "VA"
"4048" 10874 31700 "VA"
"4049" 30150 42800 "VA"
"4050" 38416 42600 "VA"
"4051" 23722 56400 "VA"
"4052" 30337 41300 "VA"
"4054" 8861 26300 "VA"
"4055" 22741 42400 "VA"
"4057" 21387 22300 "VA"
"4058" 21737 22300 "VA"
"4059" 29423 52300 "VA"
"4060" 8974 27500 "VA"
"4061" 10441 27700 "VA"
"4063" 27614 24500 "VA"
"4064" 37738 39600 "VA"
"4065" 35450 39500 "VA"
"4066" 9255 28000 "VA"
"4067" 35100 36500 "VA"
"4068" 19818 57000 "VA"
"4069" 11476 32400 "VA"
"4070" 42854 50200 "VA"
"4071" 30285 42200 "VA"
"4072" 41876 37000 "VA"
"4073" 9747 30800 "VA"
"4074" 20340 53400 "VA"
"4075" 9282 33800 "VA"
"4076" 23892 23000 "VA"
"4077" 29160 36300 "VA"
"4078" 22635 40800 "VA"
"4079" 10598 31500 "VA"
"4081" 39725 40900 "VA"
"4083" 35606 36800 "VA"
"4084" 19332 47400 "VA"
"4085" 33926 49600 "VA"
"4087" 9223 22400 "VA"
"4088" 22518 22400 "VA"
"4089" 9429 30000 "VA"
"4092" 18499 34400 "VA"
"4093" 12390 41700 "VA"
"4094" 19088 43300 "VA"
"4095" 10446 23400 "VA"
"4096" 11223 23700 "VA"
"4098" 15890 21000 "VA"
"4099" 10035 29400 "VA"
"4100" 18892 42100 "VA"
"4102" 42434 45700 "VA"
"4103" 41449 38700 "VA"
"4104" 14508 26500 "VA"
"4105" 28935 25600 "VA"
"4106" 11980 32100 "VA"
"4107" 20572 62200 "VA"
"4108" 52413 60800 "VA"
"4110" 43696 42500 "VA"
"4112" 24202 28400 "VA"
"4113" 38498 40600 "VA"
"4114" 27050 28800 "VA"
"4115" 12001 25300 "VA"
"4116" 11256 24200 "VA"
"4119" 31329 51700 "VA"
"4120" 42944 38600 "VA"
"4121" 10391 28700 "VA"
"4122" 8830 29400 "VA"
"4124" 17345 36500 "VA"
"4125" 10072 24500 "VA"
"4126" 39398 34000 "VA"
"4127" 22459 57900 "VA"
"4128" 10438 28900 "VA"
"4129" 23018 41800 "VA"
"4130" 22535 58600 "VA"
"4131" 22135 56600 "VA"
"4134" 17597 34400 "VA"
"4135" 26055 31600 "VA"
"4136" 38642 38100 "VA"
"4138" 53082 77600 "VA"
"4139" 24632 34300 "VA"
"4142" 5935 26700 "VA"
"4144" 30569 34100 "WA"
"4146" 11167 41300 "WA"
"4148" 11076 34600 "WA"
"4149" 11605 32200 "WA"
"4150" 28645 29700 "WA"
"4152" 19646 44900 "WA"
"4153" 11952 27700 "WA"
"4154" 31330 50400 "WA"
"4156" 11243 32800 "WA"
"4157" 11188 32900 "WA"
"4158" 11838 32600 "WA"
"4159" 42449 29900 "WA"
"4161" 17928 40500 "WA"
"4162" 12023 35500 "WA"
"4163" 11280 35300 "WA"
"4165" 19245 31800 "WA"
"4166" 11135 34200 "WA"
"4168" 43173 52800 "WA"
"4169" 11455 26100 "WA"
"4170" 12349 36600 "WA"
"4172" 23789 33000 "WA"
"4173" 11652 36100 "WA"
"4176" 26398 42500 "WA"
"4177" 27158 42500 "WA"
"4180" 13119 35300 "WA"
"4181" 10551 39000 "WA"
"4182" 11504 29100 "WA"
"4187" 9008 34500 "WA"
"4188" 32489 40200 "WA"
"4189" 10621 30200 "WA"
"4191" 40879 45900 "WA"
"4192" 10628 28100 "WA"
"4193" 49995 51500 "WA"
"4194" 11587 35100 "WA"
"4195" 37884 47400 "WA"
"4196" 11466 33700 "WA"
"4197" 9966 30700 "WA"
"4199" 41567 43900 "WA"
"4200" 44536 55200 "WA"
"4201" 11286 40500 "WA"
"4202" 12041 31300 "WA"
"4203" 10955 31600 "WA"
"4204" 10058 30600 "WA"
"4205" 11016 28300 "WA"
"4207" 10967 34500 "WA"
"4208" 11385 31400 "WA"
"4209" 32718 45800 "WA"
"4210" 23611 46400 "WA"
"4211" 20765 52100 "WA"
"4212" 11431 31500 "WA"
"4213" 28520 24900 "WA"
"4214" 19610 43200 "WA"
"4215" 11058 31100 "WA"
"4216" 50690 43000 "WA"
"4217" 40721 41200 "WA"
"4218" 11617 30700 "WA"
"4219" 32011 43400 "WV"
"4221" 20308 27900 "WV"
"4223" 16385 37300 "WV"
"4224" 15297 24000 "WV"
"4225" 35601 40900 "WV"
"4226" 14830 29400 "WV"
"4227" 9463 33000 "WV"
"4229" 34118 42000 "WV"
"4231" 16196 32900 "WV"
"4232" 30588 35900 "WV"
"4233" 14471 34200 "WV"
"4234" 17081 31400 "WV"
"4236" 16316 17700 "WV"
"4239" 15433 35100 "WV"
"4241" 28434 18700 "WV"
"4242" 11040 26900 "WV"
"4244" 19641 14900 "WV"
"4247" 26752 34000 "WV"
"4248" 9401 29200 "WV"
"4249" 13418 43900 "WV"
"4251" 22473 29700 "WV"
"4252" 16179 38500 "WV"
"4253" 5967 25200 "WV"
"4256" 12501 29500 "WV"
"4258" 16033 33200 "WV"
"4259" 14561 43900 "WV"
"4260" 36726 43100 "WV"
"4261" 26554 18600 "WV"
"4262" 18436 18600 "WV"
"4263" 21500 21500 "WV"
"4265" 7805 23600 "WV"
"4266" 15946 43900 "WV"
"4267" 35678 43300 "WV"
"4271" 28339 37400 "WI"
"4272" 10972 34600 "WI"
"4274" 44174 37900 "WI"
"4275" 11996 31200 "WI"
"4276" 36121 51000 "WI"
"4277" 33988 43600 "WI"
"4278" 40868 42400 "WI"
"4280" 33511 40700 "WI"
"4281" 32699 40900 "WI"
"4282" 10277 35200 "WI"
"4283" 11154 30500 "WI"
"4286" 26204 38400 "WI"
"4287" 30183 46500 "WI"
"4288" 30774 39900 "WI"
"4289" 11756 32300 "WI"
"4290" 45869 42800 "WI"
"4291" 22110 32000 "WI"
"4292" 30321 39700 "WI"
"4293" 43201 55600 "WI"
"4296" 11686 32200 "WI"
"4297" 12086 30500 "WI"
"4298" 38873 30600 "WI"
"4299" 42662 65700 "WI"
"4300" 12758 33000 "WI"
"4301" 29396 37000 "WI"
"4303" 11254 26400 "WI"
"4304" 12261 34600 "WI"
"4305" 11962 35300 "WI"
"4307" 35494 31900 "WI"
"4308" 37351 42800 "WI"
"4310" 37058 45300 "WI"
"4311" 30125 38100 "WI"
"4313" 11203 29800 "WI"
"4314" 21760 22300 "WI"
"4315" 12076 33000 "WI"
"4316" 30593 41100 "WI"
"4317" 12203 36000 "WI"
"4318" 11614 38100 "WI"
"4319" 11541 32000 "WI"
"4320" 15188 41200 "WI"
"4321" 12057 32100 "WI"
"4324" 16390 43400 "WI"
"4325" 14914 39600 "WI"
"4326" 16721 44100 "WI"
"4327" 31487 37300 "WI"
"4328" 16356 40500 "WI"
"4329" 17137 36900 "WI"
"4330" 19960 42300 "WI"
"4331" 16980 42000 "WI"
"4332" 16736 35600 "WI"
"4333" 21209 51000 "WI"
"4334" 19020 42000 "WI"
"4335" 15000 44000 "WI"
"4336" 15754 39700 "WI"
"4337" 15380 39400 "WI"
"4338" 11894 32900 "WY"
"4339" 8828 30500 "WY"
"4340" 12267 26200 "WY"
"4341" 9553 32400 "WY"
"4342" 10148 28800 "WY"
"4343" 10551 32300 "WY"
"4344" 10433 31100 "WY"
"4347" 16576 46200 "WY"
"4348" 5040 19800 "AS"
"4349" 10316 23100 "GU"
"4350" 22716 31300 "GU"
"4351" 7637 19000 "MP"
"4354" 14510 20300 "PR"
"4355" 14548 20300 "PR"
"4356" 9324 15600 "PR"
"4358" 13112 21600 "PR"
"4359" 9369 18600 "PR"
"4360" 10829 19300 "PR"
"4361" 9409 21100 "PR"
"4363" 7845 17600 "PR"
"4364" 8305 17600 "PR"
"4365" 9381 18600 "PR"
"4366" 10076 18600 "PR"
"4367" 10061 17800 "PR"
"4369" 7310 23700 "PR"
"4370" 14259 19800 "PR"
"4373" 13813 19000 "PR"
"4375" 9779 14500 "PR"
"4376" 4845 20800 "PR"
"4377" 10423 17900 "PR"
"4378" 13043 14400 "PR"
"4379" 12125 16000 "PR"
"4380" 12198 16000 "PR"
"4384" 6025 20800 "PR"
"4385" 8146 20800 "PR"
"4386" 3843 20800 "PR"
"4387" 11693 20000 "PR"
"4388" 14195 20000 "PR"
"4389" 15448 20000 "PR"
"4390" 12068 20000 "PR"
"4391" 17733 20000 "PR"
"4392" 13877 20000 "PR"
"4393" 11776 20000 "PR"
"4394" 14483 20000 "PR"
"4395" 11741 20000 "PR"
"4402" 16148 16700 "PR"
"4403" 16650 16700 "PR"
"4417" 13810 19200 "PR"
"4420" 12339 20100 "PR"
"4423" 19322 25400 "PR"
"4424" 9421 18600 "PR"
"4425" 13953 18900 "PR"
"4426" 7025 15800 "FM"
"4427" 6354 23700 "PW"
"4428" 14407 34200 "VI"
"4429" 55918 80900 "CA"
"4430" 21549 52600 "IN"
"4433" 12642 19000 "PR"
"4434" 12087 16000 "PR"
"4435" 25338 38400 "CA"
"4436" 26836 38400 "CO"
"4437" 23194 51700 "DE"
"4438" 25798 26400 "FL"
"4440" 10158 32500 "GA"
"4441" 14654 26300 "GA"
"4445" 29181 16100 "KY"
"4449" 21836 28700 "MO"
"4450" 15431 21500 "MO"
"4451" 15772 21500 "MO"
"4452" 10165 31300 "NJ"
"4453" 53806 32300 "NM"
"4459" 34487 35500 "WA"
"4461" 23634 38900 "OK"
"4465" 23568 19400 "OK"
"4472" 8637 28800 "TX"
"4477" 11350 26900 "GA"
"4482" 26436 29300 "KY"
"4483" 28467 22800 "MI"
"4486" 11212 32600 "NJ"
"4487" 61400 22200 "VT"
"4488" 22074 37800 "MO"
"4491" 9219 35400 "TX"
"4493" 11050 25000 "KY"
"4504" 9805 22100 "GA"
"4505" 35107 34500 "CA"
"4506" 22851 37800 "NM"
"4508" 22285 37600 "VA"
"4514" 19952 22800 "PA"
"4515" 11679 20300 "PA"
"4517" 24997 37900 "PA"
"4518" 24665 27200 "PA"
"4521" 27587 22800 "MI"
"4523" 15855 19100 "OH"
"4527" 25979 38400 "IN"
"4528" 11530 29000 "AL"
"4529" 30635 29800 "SC"
"4530" 28925 26200 "FL"
"4534" 9837 18000 "WI"
"4537" 32047 29800 "CA"
"4538" 41487 32600 "CO"
"4539" 25993 34400 "IA"
"4540" 36529 34400 "IA"
"4545" 24657 38400 "IL"
"4546" 27514 29700 "IL"
"4551" 25791 38400 "MI"
"4556" 22393 21500 "PA"
"4557" 24021 32500 "VA"
"4559" 6520 32000 "MO"
"4564" 31096 32900 "AZ"
"4568" 20690 26900 "CA"
"4578" 24863 35600 "CA"
"4579" 30013 22500 "KY"
"4580" 23374 23900 "MI"
"4581" 25022 29700 "WA"
"4582" 9504 23800 "NM"
"4586" 8033 17600 "PR"
"4587" 8140 17600 "PR"
"4588" 33146 42900 "AZ"
"4589" 11615 32300 "AZ"
"4590" 11873 39400 "AZ"
"4592" 29095 32200 "WI"
"4607" 40370 25700 "FL"
"4611" 29533 29000 "TX"
"4612" 35367 30300 "NY"
"4617" 20283 21200 "TX"
"4634" 24325 39600 "PA"
"4635" 27183 33200 "TX"
"4638" 14724 18800 "MT"
"4640" 9941 36700 "NY"
"4641" 9456 33400 "CA"
"4643" 10606 21800 "GA"
"4644" 11075 21600 "GA"
"4645" 24518 26200 "AL"
"4646" 26721 26400 "CO"
"4647" 21815 27400 "FL"
"4649" 25782 38400 "MA"
"4653" 26873 38400 "TN"
"4654" 26319 38400 "TX"
"4655" 26873 38400 "TX"
"4657" 17252 45400 "CA"
"4658" 26308 38200 "HI"
"4662" 30280 34400 "IA"
"4665" 24612 23000 "KS"
"4666" 15398 22700 "KY"
"4667" 20934 19200 "LA"
"4670" 36518 30300 "MN"
"4675" 33044 26000 "PA"
"4677" 16889 32300 "AR"
"4681" 23998 38100 "FL"
"4682" 26496 25300 "FL"
"4683" 26372 38200 "GA"
"4692" 32195 22500 "TN"
"4693" 19049 23300 "TN"
"4695" 26614 38400 "VA"
"4700" 29285 26000 "CA"
"4702" 8354 22000 "GA"
"4705" 28016 38400 "NM"
"4708" 16217 26000 "FL"
"4711" 27685 24100 "MO"
"4718" 20830 23900 "OH"
"4719" 21928 22300 "OH"
"4722" 14060 20400 "AL"
"4726" 26226 31200 "CA"
"4727" 23940 39400 "CA"
"4731" 24602 26200 "CA"
"4734" 29434 26000 "CA"
"4737" 21759 53400 "AZ"
"4738" 27294 53400 "CA"
"4740" 21154 25200 "CO"
"4743" 27114 27900 "FL"
"4744" 26564 38400 "FL"
"4747" 26554 27500 "GA"
"4748" 24533 26200 "HI"
"4749" 21353 34200 "IA"
"4750" 29398 25200 "IA"
"4754" 21131 30100 "LA"
"4761" 21481 27200 "ME"
"4772" 22887 22300 "NY"
"4774" 13989 12000 "NY"
"4779" 25159 22500 "OH"
"4780" 27704 25200 "OH"
"4795" 27896 28900 "OR"
"4799" 16861 22000 "PA"
"4800" 21579 23200 "PA"
"4801" 9338 17800 "PR"
"4804" 8388 17700 "PR"
"4805" 9370 13000 "PR"
"4813" 26007 38400 "TX"
"4814" 29878 27200 "TX"
"4821" 23696 24500 "VA"
"4822" 27183 24500 "VA"
"4825" 16924 52100 "WA"
"4826" 17145 52100 "WA"
"4828" 30179 22100 "WV"
"4829" 29143 25500 "WV"
"4830" 29834 17000 "WV"
"4834" 25676 38400 "CA"
"4835" 31868 23000 "CA"
"4838" 22685 28300 "FL"
"4845" 24330 27200 "TX"
"4846" 10241 20900 "MI"
"4847" 16801 25900 "MN"
"4848" 13697 28000 "WA"
"4851" 21775 23700 "UT"
"4854" 27312 53400 "UT"
"4866" 9939 30700 "WA"
"4867" 17352 26500 "MI"
"4873" 25168 28300 "CO"
"4875" 23571 35000 "CO"
"4878" 25288 38400 "CA"
"4881" 23232 53400 "PR"
"4887" 25174 27800 "NC"
"4888" 19290 22800 "TN"
"4892" 9838 29200 "TX"
"4893" 22856 25600 "VA"
"4898" 12037 27600 "HI"
"4912" 25885 22700 "MS"
"4913" 11593 30200 "NM"
"4919" 11654 30800 "AZ"
"4920" 9973 27900 "IL"
"4921" 13216 31300 "GA"
"4922" 11690 31300 "GA"
"4923" 12865 31300 "GA"
"4924" 11963 31300 "GA"
"4925" 22122 65400 "DC"
"4927" 22910 27200 "FL"
"4929" 29081 21200 "PA"
"4931" 21627 41500 "FL"
"4932" 18925 14600 "NY"
"4933" 25985 42300 "FL"
"4938" 21480 22000 "TN"
"4939" 14910 46700 "TX"
"4941" 21166 26400 "FL"
"4943" 26417 25300 "FL"
"4949" 22736 29000 "IL"
"4956" 28581 30100 "TN"
"4962" 12878 26500 "CA"
"4967" 37429 43800 "CA"
"4968" 31536 26000 "CA"
"4970" 27529 29500 "CA"
"4980" 27258 44100 "SD"
"4981" 46544 27500 "NM"
"4985" 7372 22900 "IL"
"4986" 6628 31500 "IL"
"4987" 6925 28900 "IL"
"4990" 17496 26500 "MI"
"4991" 17038 26500 "MI"
"4994" 22424 28700 "MO"
"4995" 22824 28700 "MO"
"4996" 21913 28700 "MO"
"4997" 14521 29100 "AZ"
"4998" 23934 27200 "TX"
"4999" 22793 28300 "FL"
"5000" 24623 32700 "TX"
"5001" 17942 26500 "MI"
"5004" 10891 21100 "PR"
"5006" 18239 23700 "FL"
"5007" 27297 26400 "NY"
"5013" 25344 11800 "NY"
"5014" 8286 35800 "MD"
"5015" 27312 53400 "AZ"
"5016" 26075 53400 "CO"
"5017" 25544 53400 "NM"
"5018" 28050 53400 "CA"
"5019" 28193 53400 "CA"
"5025" 26999 29800 "IL"
"5026" 15010 17900 "KS"
"5027" 31151 22100 "KY"
"5028" 20755 29000 "MO"
"5035" 27609 26400 "FL"
"5037" 27037 38400 "FL"
"5042" 31250 35700 "MN"
"5043" 26825 38400 "NE"
"5044" 28246 42300 "NE"
"5067" 28558 25200 "IN"
"5074" 25470 22000 "FL"
"5077" 26218 38400 "FL"
"5083" 5663 29100 "TX"
"5084" 25746 30300 "CT"
"5088" 26859 27900 "FL"
"5089" 18298 41500 "CA"
"5090" 21830 29300 "MO"
"5091" 24090 44100 "MO"
"5092" 23413 32300 "CA"
"5096" 27615 25200 "GA"
"5097" 22104 22300 "NY"
"5098" 32446 38200 "CA"
"5099" 13821 29900 "CA"
"5112" 25811 26200 "TN"
"5116" 17997 69500 "MN"
"5117" 14138 21400 "WI"
"5124" 25737 38400 "AR"
"5125" 25306 38400 "CA"
"5126" 26479 38400 "KY"
"5127" 25663 38400 "SC"
"5128" 25898 38400 "TN"
"5129" 22870 32600 "WI"
"5135" 17762 26500 "MI"
"5137" 11819 18900 "PR"
"5139" 26282 42500 "WA"
"5142" 25829 38400 "AL"
"5143" 25643 38400 "IL"
"5144" 51377 23000 "NY"
"5145" 22483 26500 "MI"
"5146" 36083 35100 "FL"
"5147" 26974 38400 "PA"
"5148" 22945 24700 "IN"
"5150" 22660 42600 "IN"
"5151" 6145 27800 "PA"
"5161" 26472 53400 "NV"
"5174" 21013 23100 "FL"
"5175" 22796 22900 "FL"
"5194" 23800 47400 "MO"
"5202" 16750 31400 "NY"
"5204" 16098 56600 "NY"
"5215" 26033 25700 "NY"
"5232" 13333 39700 "PA"
"5252" 11257 18300 "PR"
"5253" 26256 23200 "TN"
"5261" 21078 35600 "CA"
"5272" 23073 21600 "PA"
"5276" 26372 38200 "VA"
"5278" 27804 53400 "CA"
"5282" 10723 18300 "PR"
"5283" 10397 18300 "PR"
"5284" 11015 18300 "PR"
"5285" 23421 25300 "FL"
"5286" 22968 24500 "VA"
"5287" 26085 53400 "HI"
"5294" 27916 26400 "AL"
"5295" 22408 26400 "AL"
"5300" 9320 34100 "TX"
"5301" 26635 38400 "NY"
"5302" 11914 22800 "GA"
"5303" 12647 27500 "ME"
"5306" 25765 27200 "GA"
"5307" 25611 27200 "OH"
"5308" 18480 32700 "AR"
"5312" 14996 33100 "OR"
"5313" 25603 38200 "IL"
"5316" 26278 53400 "LA"
"5317" 28070 53400 "MI"
"5318" 29994 25200 "KY"
"5324" 22100 25900 "AZ"
"5327" 27554 29200 "NC"
"5328" 45954 27800 "NY"
"5331" 21362 26900 "CA"
"5338" 12666 31300 "GA"
"5341" 12081 23900 "OR"
"5342" 21979 24700 "IN"
"5343" 30983 34100 "CA"
"5348" 20015 22100 "MA"
"5349" 18330 60900 "FL"
"5353" 25902 38400 "TX"
"5356" 24997 40000 "VA"
"5357" 25419 25200 "VA"
"5365" 26263 27900 "FL"
"5367" 26372 38200 "FL"
"5368" 34080 34900 "IL"
"5369" 18408 22900 "PA"
"5370" 11941 24000 "OR"
"5371" 34249 25200 "AZ"
"5376" 9166 23400 "MA"
"5377" 26974 38400 "NV"
"5379" 21315 44100 "CO"
"5381" 26846 37400 "OR"
"5382" 26692 26400 "FL"
"5383" 26756 26400 "AZ"
"5385" 31329 51700 "MD"
"5390" 25844 38400 "FL"
"5393" 25833 38400 "PA"
"5394" 25697 38400 "PA"
"5395" 26756 38400 "OH"
"5396" 25658 38400 "OH"
"5399" 39959 33900 "NE"
"5412" 8204 16400 "PR"
"5421" 11743 19600 "PR"
"5431" 11843 16200 "PR"
"5442" 9453 17000 "PR"
"5448" 29070 46500 "NY"
"5449" 29374 46500 "IN"
"5450" 27217 53400 "WA"
"5451" 27086 53400 "FL"
"5452" 26857 53400 "OR"
"5457" 31805 29800 "CA"
"5459" 33368 38200 "CA"
"5460" 66045 36800 "CA"
"5469" 19606 38800 "UT"
"5470" 24506 32000 "CA"
"5472" 21968 42300 "LA"
"5473" 20795 30900 "KY"
"5474" 15942 41200 "FL"
"5476" 8915 16300 "NE"
"5478" 25294 38400 "TX"
"5491" 15498 18400 "MI"
"5498" 21211 26400 "FL"
"5499" 26077 38400 "MO"
"5500" 26270 38400 "IL"
"5501" 25707 38400 "NY"
"5502" 25287 38400 "NY"
"5504" 10469 34200 "MD"
"5505" 25331 26400 "SC"
"5508" 25823 20600 "SC"
"5509" 23076 25400 "LA"
"5511" 12009 16200 "PR"
"5513" 26941 53400 "FL"
"5514" 26758 53400 "FL"
"5515" 26776 53400 "FL"
"5516" 26352 53400 "MD"
"5517" 26352 53400 "OK"
"5518" 26352 53400 "OK"
"5525" 25924 38200 "AZ"
"5527" 19417 34200 "MO"
"5528" 23843 28700 "MO"
"5535" 11780 16200 "PR"
"5536" 20441 37800 "MN"
"5538" 10725 15000 "PR"
"5546" 12185 53900 "CT"
"5547" 11864 53900 "CT"
"5548" 12206 53900 "CT"
"5549" 26526 38400 "LA"
"5550" 25421 38400 "VA"
"5553" 24444 38400 "CA"
"5566" 21350 22700 "CA"
"5571" 27914 34100 "CA"
"5574" 26495 35000 "CA"
"5580" 21120 31700 "UT"
"5583" 19657 27800 "PA"
"5589" 26352 53400 "CO"
"5590" 27552 53400 "MI"
"5591" 28601 36800 "VA"
"5593" 25470 43000 "GA"
"5594" 28339 43000 "FL"
"5595" 25804 53400 "PA"
"5596" 26352 53400 "PA"
"5598" 23635 23000 "VA"
"5602" 26387 39700 "IN"
"5604" 27141 26200 "AR"
"5606" 16998 25300 "FL"
"5607" 21979 24700 "IN"
"5611" 25924 38200 "WA"
"5614" 26023 38400 "MA"
"5615" 12107 34200 "WA"
"5616" 29529 46500 "FL"
"5618" 28292 53400 "MO"
"5619" 36083 35100 "CO"
"5620" 28392 53400 "OH"
"5621" 19330 24200 "PA"
"5622" 17250 24200 "PA"
"5623" 29706 46500 "MD"
"5629" 34351 32800 "OH"
"5631" 26403 23800 "LA"
"5632" 24251 24000 "LA"
"5637" 23173 26800 "IN"
"5642" 22161 34700 "CA"
"5649" 22744 23500 "FL"
"5659" 31111 24000 "FL"
"5664" 24695 43200 "GA"
"5670" 27343 32200 "IL"
"5671" 26635 38400 "WI"
"5675" 15803 29700 "IN"
"5677" 25070 22500 "LA"
"5678" 25461 23000 "CA"
"5679" 5781 29400 "MO"
"5682" 36674 31600 "VA"
"5684" 27642 25200 "VA"
"5685" 8971 32700 "AR"
"5687" 28392 53400 "MA"
"5688" 27284 53400 "TX"
"5689" 27016 53400 "TX"
"5690" 27356 53400 "WI"
"5691" 26712 53400 "ID"
"5692" 27053 35000 "CA"
"5693" 29066 46500 "VA"
"5694" 30678 46500 "WA"
"5697" 30996 46500 "CO"
"5699" 25876 38400 "PA"
"5700" 11452 15900 "PR"
"5702" 18281 37800 "SD"
"5703" 23884 37800 "NM"
"5704" 23237 37800 "MN"
"5712" 20885 28700 "TN"
"5713" 22125 28700 "OK"
"5714" 21226 28700 "KS"
"5717" 23264 27800 "FL"
"5722" 19987 22800 "SC"
"5732" 22990 23900 "OH"
"5750" 26686 37300 "MO"
"5751" 26750 21900 "MS"
"5760" 26215 22400 "OH"
"5770" 12646 48200 "TX"
"5780" 18691 26400 "TX"
"5782" 26111 38400 "VA"
"5783" 26553 38400 "VA"
"5784" 28133 38200 "CA"
"5792" 27297 53400 "MO"
"5793" 26161 53400 "GA"
"5794" 26818 53400 "IL"
"5795" 26116 53400 "TN"
"5796" 26352 53400 "VA"
"5799" 26372 38200 "TX"
"5800" 29125 27800 "FL"
"5803" 29095 26400 "VA"
"5805" 25867 38400 "MI"
"5806" 25992 38400 "PA"
"5807" 23677 53100 "PA"
"5808" 30266 46500 "NC"
"5809" 20280 18600 "WV"
"5810" 20856 28700 "OH"
"5811" 36299 21900 "MO"
"5812" 15534 22700 "GA"
"5813" 19720 26900 "CA"
"5815" 27046 29800 "TX"
"5816" 27106 32400 "TX"
"5819" 29056 35700 "MN"
"5826" 29393 27100 "FL"
"5827" 24046 37800 "KS"
"5830" 23242 23200 "FL"
"5832" 26655 24900 "TX"
"5835" 31846 46500 "PA"
"5836" 40314 23000 "IL"
"5870" 24353 35800 "PA"
"5874" 26352 53400 "OH"
"5875" 26329 53400 "KS"
"5876" 27021 53400 "NC"
"5880" 26927 38400 "GA"
"5881" 26485 38400 "OH"
"5882" 27068 53400 "IN"
"5884" 9311 16200 "PR"
"5887" 26776 28900 "GA"
"5890" 21401 22800 "TN"
"5893" 26552 32200 "IL"
"5897" 27276 26700 "GA"
"5898" 31554 51700 "TN"
"5899" 31329 51700 "PA"
"5903" 35987 23400 "TX"
"5904" 27053 53400 "GA"
"5905" 27175 53400 "TN"
"5906" 27387 53400 "OH"
"5907" 26260 53400 "AR"
"5912" 31116 46500 "NV"
"5914" 26482 29700 "WA"
"5915" 32865 46500 "OR"
"5916" 16216 16700 "PR"
"5918" 26790 35000 "TX"
"5922" 25970 22500 "OH"
"5924" 26217 44100 "CO"
"5925" 17623 26500 "MI"
"5932" 29875 22500 "TN"
"5983" 33203 25200 "AZ"
"5987" 27470 20600 "SC"
"5989" 11015 35500 "PA"
"5991" 24542 43000 "IL"
"5992" 27184 29800 "GA"
"5993" 26747 38400 "MN"
"5994" 23413 26400 "AL"
"5995" 29263 32900 "NV"
"5996" 22634 25200 "MI"
